id,name,review_status,average_rating,number_of_wines,region,business_name,phone,email,winemaker,website,latitude,longitude
1463,Château du Tertre,Completed,4.1,6,384,Château du Tertre,33 5 57 88 52 52,tertre@chateaudutertre.fr,Louise Albada Jelgersma,http://www.chateaudutertre.fr,44.911358,-0.247491
1387,Paul Jaboulet Aîné,Completed,3.8,81,400,Domaines Paul Jaboulet Aîné (Jaboulet),33 04 75 84 68 93,info@jaboulet.com,,http://www.jaboulet.com,46.642,2.338
2225,La Massa,Completed,4.0,4,394,Fattoria La Massa,39 055 852 722,info@fattorialamassa.com,Fattoria La Massa,http://www.lamassa.com/#,45.49168,10.197165
5074,Arboleda,Completed,3.9,9,736,Arboleda,56-2 339-9100,info@arboledawines.cl,Andres Barros,http://www.arboledawines.com,-33.416676,-70.60543
1716,Louis M. Martini,Completed,3.9,58,97,Louis M. Martini Winery (Louis Martini),707 963 2736,info@louismartini.com,Michael Martini,http://www.louismartini.com,38.491734,-122.45334
212214,Castello Nipozzano,Completed,3.8,9,394,Castello Nipozzano, +39 05 58 31 10 50,info@frescobaldi.it,Marchesi dè Frescobaldi,http://www.frescobaldi.it,43.785557,11.469625
16228,Château Latour-Martillac,Completed,4.0,8,471,Château Latour-Martillac,33 05 57 97 71 11,latourmartillac@latourmartillac.com,Jean Kressmann,http://www.latour-martillac.com,44.713448,-0.542796
4021,Château Peyrabon,Completed,3.8,4,427,Château Peyrabon,33 05 56 59 57 10 ,xmichelet@chateau-peyrabon.com,Xavier Michelet,http://www.chateaupeyrabon.com,46.642,2.338
7601,Bouchard Père & Fils,Completed,3.9,209,385,Bouchard Père & Fils,+33 (0)3 80 24 80 24,contact@bouchard-pereetfils.com,,http://www.bouchard-pereetfils.com,47.01574,4.878329
1237,Château Prieuré-Lichine,Completed,4.1,7,384,Château Prieuré-Lichine,33(0)5 57 88 3628,,Château Prieure Lichine,http://www.prieure-lichine.fr/,,
72866,Château Lanessan,Completed,3.7,10,427,Château Lanessan,33 05 56 58 94 80,infos@lanessan.com,,http://www.lanessan.com/,,
10254,Château Ducru-Beaucaillou,Completed,4.3,5,399,Château Ducru-Beaucaillou,,je-borie@je-borie-sa.com,René Lusseau,http://www.chateau-ducru-beaucaillou.com,45.14777,-0.742991
1597,La Chablisienne,Completed,3.8,57,428,La Chablisienne,33 03 8642 8989,chab@chablisienne.fr,,http://www.chablisienne.com,47.812084,3.796596
213625,Villa Borghetti,Completed,3.7,21,460,Villa Borghetti,39 0458 432 111,info@pasqua.it,,http://www.pasqua.it,45.458282,11.028335
25698,Château Pavie,Completed,4.3,5,827,Château Pavie,,,Château Pavie,http://www.vignoblesperse.com/en/chateau-pavie/home,,
1508,Château Fleur Cardinale,Completed,4.1,5,827,Château Fleur Cardinale,+33557401405,c.decoster@fleurcardinale.com,Florence & Dominique Decoster,http://www.fleurcardinale.com/en/,44.88979,-0.082465
1679,Château Beaumont,Completed,3.7,7,427,Château Beaumont,05 56 58 92 29,,,http://www.chateau-beaumont.com,48.233295,-0.90668
1230,Château Kirwan,Completed,4.1,7,384,Château Kirwan,33 05 5788 7100,nathalie.schyler@chateau-kirwan.com,Steve Noble Ledson,http://www.chateau-kirwan.com,45.041115,-0.676115
2001,Querciabella,Completed,4.0,8,1798,Agricola Querciabella,39 055 8592 7777 ,des@querciabella.com,Guido De Santi,http://www.querciabella.com,43.570656,11.335417
3596,Château Patache d'Aux,Completed,3.7,6,417,Château Patache d'Aux,33 556 415 018,,,,45.340412,-0.897419
1838,Château Malartic-Lagravière,Completed,4.0,7,471,Château Malartic-Lagravière,33 05 56 64 75 08,malartic-lagraviere@malartic-lagraviere.com,Château Malartic Lagravière,http://www.malartic-lagraviere.com/,44.72489,-0.599575
2995,Nino Negri,Completed,3.9,37,745,Nino Negri,39 0342 485 211,n.negri@giv.it,Nino Negri,http://www.ninonegri.it,46.17107,9.990381
6234,Château Figeac,Completed,4.4,2,827,Château Figeac,33 05 57 24 72 26,chateau-figeac@chateau-figeac.com,Eric d\'Aramon,http://www.chateau-figeac.com,44.89601,-0.155475
26172,Santi,Completed,3.8,30,3072,Santi,39 045 65 200 77,,,http://www.gruppoitalianovini.com/?tipo=cantine&cantina=3&,,
1320,Shafer,Completed,4.4,18,25,Shafer Vineyards,707 944 2877,info@shafervineyards.com,Doug Shafer,http://www.shafervineyards.com,38.415417,-122.33647
2889,Château Labégorce,Completed,4.0,12,384,Château Labégorce,33 05 5788 7132,,Château Labégorce,http://www.chateau-labegorce.fr,45.041115,-0.676115
6559,Château Bois Pertuis,Completed,3.6,4,383,Château Bois Pertuis,,,,,44.863106,-0.535202
246878,Château de Pierreux,Completed,3.6,3,2276,Château de Pierreux,,,,,,
2820,Château Maucaillou,Completed,3.7,14,3244,Château Maucaillou - Les Notables de Maucaillou,33 05 56 58 01 23,chateau@maucaillou.com,,http://www.chateau-maucaillou.eu,45.0594,-0.770533
1308,Louis Jadot,Completed,3.8,382,385,Maison Louis Jadot (Jadot),33 3 80 22 10 57,maisonlouisjadot@louisjadot.com,Frédéric Barnier,http://www.louisjadot.com,47.02398,4.83827
2382,Domaine des Sénéchaux,Completed,4.1,2,401,Domaine des Sénéchaux,33 04 9083 7352,,Bernard Tranchecostes,,44.057873,4.832789
22877,Losada,Completed,3.9,14,628,Losada Vinos de Finca,34987548053,bodega@losadavinosdefinca.com,Finca Losada,http://www.losadavinosdefinca.com/,,
2264,Château Citran,Completed,3.7,9,427,Château Citran,33 05 56 58 21 01,info@citran.com,,http://www.citran.com,45.03494,-0.75719
17688,Occhipinti,Completed,3.9,19,579,Azienda Agricola Arianna Occhipinti,000 000 000,,Arianna Occhipinti,http://www.agricolaocchipinti.it,,
1195,Château Haut-Bages Libéral,Completed,4.0,5,393,Château Haut-Bages Libéral,33 05 5658 0237,info@hautbagesliberal.com,,http://www.hautbagesliberal.com,45.199585,-0.746212
53524,Château Lalande-Borie,Completed,3.9,1,399,Château Lalande-Borie,,,Château Lalande Borie,,,
4425,J. Moreau & Fils,Completed,3.7,89,428,J. Moreau & Fils,03 80 62 61 46,moreau@jmoreau-fils.com,,http://www.jmoreau-fils.com,47.820362,3.777415
5229,Château Fuissé,Completed,4.1,15,2264,Château de Fuissé (Famille Vincent),33 03 85 35 61 44,benedicte@chateau-fuisse.fr,,http://chateau-fuisse.fr,46.2801,4.74326
1876,Château Bouscassé,Completed,3.8,14,519,Château Bouscassé,,,,http://www.brumont.fr/,43.609352,-0.101518
5871,Château de Ferrand,Completed,4.0,3,827,Château de Ferrand,33 05 5774 4711,,,http://www.chateaudeferrand.com,44.88423,-0.11807
1798,Château La Dominique,Completed,4.0,3,827,Château La Dominique,+33 05 57 51 31 36,contact@vignobles.fayat.com,,http://www.chateau-ladominique.com,44.935345,-0.202473
266021,William Fèvre,Completed,3.8,19,428,William Fèvre (Négociant),33 03 8698 9898,contact@williamfevre.com,William Fevre,https://www.williamfevre.fr/en,47.816525,3.8056
2106,Château de Sales,Completed,3.9,2,555,Château de Sales,33 05 5751 0492,contact@chateau-de-sales.com,,http://www.chateau-de-sales.com,44.918026,-0.23169
2098,Mastroberardino,Completed,3.8,50,443,Mastroberardino,0825614175,pr@mastroberardino.com,,http://www.mastroberardino.com,40.92387,14.831116
2419,Remelluri,Completed,4.0,9,492,Bodegas Remelluri,34 94533 1801,info@remelluri.com,Jaime Rodríguez Salis,http://www.remelluri.com,42.60399,-2.75192
2743,Pelissero,Completed,3.9,18,389,Azienda Agricola Vivinicicola Pelissero Giorgio,39 173638430,pelissero@pelissero.com,,http://www.pelissero.com,45.725925,11.678912
5185,Terras Gauda,Completed,4.0,7,766,Bodegas Terras Gauda,34 986 621 001,terrasgauda@terrasgauda.com,Jose Maria Fonseca,http://www.terrasgauda.com,42.051983,-8.645784
3771,Jean Foillard,Completed,4.0,13,650,Domaine Jean Foillard,04 7404 2497,jean.foillard@wanadoo.fr,Jean Foillard,,46.164978,4.689841
1701,Château Charmail,Completed,3.8,4,427,Château Charmail,33 55 65 97 0 63,,Cathy Corison,http://www.chateau-charmail.fr,45.433723,-0.981385
1728,Château Lynch-Moussas,Completed,4.0,2,393,Château Lynch-Moussas,33 05 56 00 00 70,,Château Lynch Moussas,http://www.lynch-moussas.com/,44.857704,-0.567761
6620,Château le Puy,Completed,3.9,13,572,Château le Puy,33 557 406182,contact@chateau-le-puy.com,Château Le Puy,http://www.chateau-le-puy.com,44.93622,-0.02129
1384,Château Troplong Mondot,Completed,4.2,3,827,Château Troplong Mondot,33 05 5755 3205,contact@troplong-mondot.com,Jean-Pascal Schmidt,http://www.chateau-troplong-mondot.com,44.89601,-0.155475
3866,Combier,Completed,3.9,11,2399,Domaine Combier (Laurent Combier),0475846156,domaine-combier@wanadoo.fr,,http://www.domaine-combier.com/,45.0078,4.87011
7864,Bodega Elias Mora,Completed,3.9,11,430,Bodega Elías Mora,34 983 784 029,info@bodegaseliasmora.com,Victoria Benavides,http://www.bodegaseliasmora.com,41.48145,-5.277988
5241,Domaine Bousquet,Completed,3.7,78,454,Domaine Bousquet,+54 2622 480 000,info@domainebousquet.com,Miquel Lenin,http://www.domainebousquet.com,,
1724,Jean-Marc Brocard,Completed,3.8,83,428,Domaine Jean-Marc Brocard (Brocard),0386414900,info@brocard.fr,Jean-Marc Brocard,http://www.brocard.fr,47.95334,3.536602
7636,Delas,Completed,3.7,55,429,Delas Freres,33 4 75 08 60 30,,,http://www.delas.com,45.073578,4.803883
183112,Tenuta Castiglioni,Completed,3.7,8,394,Tenuta Castiglioni,+39 05 71 67 13 87,info@frescobaldi.it,,http://www.frescobaldi.it/,43.69609,11.075192
1976,Terrazas de los Andes,Completed,3.7,52,454,Bodegas Terrazas de los Andes,(54 261) 488 0058,info@terrazasdelosandes.com,,http://www.terrazasdelosandes.com,-34.608418,-58.37316
3149,Donnafugata,Completed,3.9,34,579,Donnafugata,39 0923 724 200 ,info@donnafugata.it,Antonio Rallo,http://www.donnafugata.it,37.788242,12.448781
1495,Château Malescot St. Exupery,Completed,4.2,2,384,Château Malescot St. Exupery,33 05 57 88 97 20,malescotstexupery@malescot.com,,http://www.malescot.com,45.041115,-0.676115
1319,Château Margaux,Completed,4.5,6,384,Château Margaux,+33 5 57 88 83 83,chateau-margaux@chateau.margaux.com,,http://www.chateau-margaux.com,45.044434,-0.668756
3074,Schloss Johannisberg,Completed,4.0,27,479,Schloss Johannisberg,49 (931) 393 1414,info@schloss-johannisberg.com,Stefan Eiser,http://www.schloss-johannisberg.de/,,
3407,Château Le Crock,Completed,4.0,2,456,Château Le Crock,33 556 590830 ,chateaulecrock@orange.fr,,http://www.chateaulecrock.fr/,45.26212,-0.807311
124083,Château Rollan de By,Completed,3.8,5,417,Château Rollan de By,33 05 56 41 58 59,infos@rollandeby.com,Dorne Waters,rollandeby.com,46.55886,1.40625
25891,Château Monbousquet,Completed,4.1,6,827,Château Monbousquet,33 0000 0000,,,http://www.chateaumonbousquet.com/,,
1435,Château Guiraud,Completed,4.1,13,432,Château Guiraud,33 (0) 5 56 76 61 01,carolinedegremont@chateauguiraud.com,Xavier Planty,http://www.chateauguiraud.com,44.531376,-0.331334
24636,Hacienda López de Haro,Completed,3.6,27,492,Hacienda López de Haro - Bodega Classica,34 941 271 217,comunicacion@vintae.com,Classica,http://bodegaclassica.com/en/,,
5116,Château d'Issan,Completed,4.0,5,384,Château d'Issan,33 05 57 88 3591,issan@chateau-issan.com,Emmanuel Cruse,http://www.chateau-issan.com,45.02862,-0.654215
7632,Château d'Aiguilhe,Completed,3.9,2,423,Château d'Aiguilhe,33 (0) 557 247 133,,Stephan von Neipperg,http://www.neipperg.com,44.881897,-0.142721
227405,Terres Dorées,Completed,3.7,33,650,Domaine des Terres Dorées - Jean Paul Brun (JP Brun),33478479345,,,,,
220326,Egiategia,Completed,3.7,7,3009,Egiategia,,,,https://www.egiategia.fr,,
3023,Castellare,Completed,3.9,20,394,Castellare di Castellina,39 0577 742903,info@castellare.it,Andrea Cabib,http://www.castellare.it,43.73126,10.781426
251020,RoseRock,Completed,4.0,3,2094,RoseRock (Rose Rock),,info@domainedrouhin.com,,http://roserockoregon.com/,,
23591,Suertes del Marqués,Completed,3.7,24,1779,Suertes del Marqués,34922501300,,Suertes del Marqués,http://www.suertesdelmarques.com,,
2284,Château Sénéjac,Completed,3.7,6,427,Château Sénéjac,33 05 56 70 20 11,chateau.senejac@wanadoo.fr,Charles Sawyer,http://www.chateau-senejac.com,44.9481,-0.63476
2412,Inglenook,Completed,4.3,60,105,Inglenook Vineyards and Winery,707 967-3110,info@inglenook.com,John Richburg,http://www.inglenook.com,,
11327,Domaine A. et P. de Villaine,Completed,3.9,16,2259,Domaine A. et P. de Villaine,33 03 8591 2050,contact@de-villaine.com,,http://www.de-villaine.com,,
2864,Château Croix Mouton,Completed,3.6,5,738,Château Croix Mouton,33 (0)5 57259119,,,,44.957386,-0.340525
1627,Mas de Daumas Gassac,Completed,3.7,78,833,Mas de Daumas Gassac,0467577128,export@daumas-gassac.com,Samuel Guibert,http://www.daumas-gassac.com,43.684105,3.588484
1717,Alain Graillot,Completed,3.9,5,400,Domaine Alain Graillot,33 4 75 84 67 52,contact@domainegraillot.com,,,44.71695,4.81446
1683,Château Cambon La Pelouse,Completed,3.8,7,427,Château Cambon La Pelouse,33 05 5788 4032,contact@cambon-la-pelouse.com,Monsieur de Cambon,http://www.cambon-la-pelouse.com,44.999996,-0.631816
11458,Château Cantenac Brown,Completed,4.0,8,384,Château Cantenac Brown,33 05 5788 8181 ,contact@cantenacbrown.com,Château Cantenac Brown,http://www.cantenacbrown.com,45.02855,-0.65382
11532,Château du Cèdre,Completed,3.7,25,611,Château du Cèdre (Verhaeghe & Fils),33 05 6536 5387,contact@chateauducedre.com,,http://www.chateauducedre.com,44.4866,1.10644
1947,Château Grand-Puy Ducasse,Completed,3.9,11,393,Château Grand-Puy Ducasse,33 05 56 59 00 40,contact@cagrandscrus.com,Château Grand Puy Ducasse,http://www.grandpuyducasse.fr,46.642,2.338
38505,Imperial,Completed,4.2,2,492,Imperial,34941 304 800,,CVNE Cune,http://www.cvne.com/tp-bodega/imperial/,,
34701,de Ladoucette,Completed,4.1,23,2308,Domaine de Ladoucette,33 (0) 3 86 39 18 33,,de Ladoucette,http://www.deladoucette.net,,
3827,Domaine du Clos des Fées,Completed,3.9,21,536,Domaine du Clos des Fées,0468294000,info@closdesfees.com,,http://www.closdesfees.com,42.85027,2.77616
1264,Château Clinet,Completed,3.9,7,555,Château Clinet,33 (0)5 57 25 50 00,contact@chateauchlinet.com,Jean-Louis Laborde,http://www.chateauclinet.com,44.93499,-0.209973
3997,Il Borro,Completed,4.0,14,394,Il Borro,39 055 977053,ilborro@ilborro.it,Salvatore Ferragamo,http://www.ilborro.com,43.561096,11.528109
1912,Château Marjosse,Completed,3.6,9,383,Château Marjosse (Pierre Lurton),33 5 57 55 57 80,chateaumarjosse@gmail.com,,https://www.marjosse.com/,44.821266,-0.249879
18242,Pasquiers,Completed,3.7,17,840,Vignoble des Pasquiers,33 04 9046 8397,,,http://www.domainedespasquiers.com/,44.099327,4.867071
11507,Château Meyney,Completed,3.9,5,456,Château Meyney,33 05 56 59 00 40,contact@cagrandscrus.fr,,http://www.meyney.fr,45.201046,-0.746465
227751,Château de Nages,Completed,3.6,19,3198,Château de Nages,33 04 66 38 44 30,info@chateaudenages.com,,http://www.chateaudenages.com/,,
3929,Wittmann,Completed,3.9,95,480,Weingut Wittmann,49 06 244 905 036,info@wittmannweingut.com,Günter u. Philipp Wittmann,http://www.weingutwittmann.de/en/wine,,
1748,Château de Fonbel,Completed,3.8,1,827,Château de Fonbel,33 05 57 24 70 26,,,http://www.chateau-ausone-saint-emilion.com,44.89601,-0.155475
1388,Domaine de la Janasse,Completed,3.9,27,429,Domaine de la Janasse,33 04 9070 8629,lajanasse@free.fr,Aime Sabon,http://www.lajanasse.com,44.081516,4.881746
68951,Grosbois,Completed,3.7,13,672,Domaine Grosbois,33 2 47 58 66 87,grosboisnicolas@yahoo.fr,Jacques Grosbois,http://www.domainegrosbois.fr/,,
4596,Domaine des Roches Neuves,Completed,3.8,31,729,Thierry Germain - Domaine des Roches Neuves,330241529402 ,thierry-germain@wanadoo.fr,Alan Phillips,http://www.rochesneuves.com,47.224197,-0.063659
1542,Château Bernadotte,Completed,3.7,3,427,Château Bernadotte,33 05 5656 5704,,May-Eliane de Lencquesaing,http://www.chateau-bernadotte.com,44.8667,0.5833
20730,Pinna Fidelis,Completed,3.7,11,405,Bodegas Pinna Fidelis,34 983 878 034,info@pinnafidelis.com,,http://www.pinnafidelis.com/,,
2250,Château de Pibarnon,Completed,4.0,6,648,Château de Pibarnon,+33 4 94 90 12 73,contact@pibarnon.fr,Saint Victor,http://www.pibarnon.com,43.195335,5.753738
41743,Casa Rojo,Completed,3.7,50,420,Casa Rojo,(+34) 968 15 15 20 ,info@casarojo.com,Casa Rojo,http://www.casarojo.com/,,
2207,Château Malescasse,Completed,3.8,5,427,Château Malescasse,33 05 56 73 15 20,malescasse@chateau-malescasse.com,,http://www.chateau-malescasse.com,45.09291,-0.71628
12043,Château Larose-Trintaudon,Completed,3.8,5,427,Château Larose-Trintaudon,33 05 56 59 41 72,,Franck Bijon,http://www.chateau-larose-trintaudon.fr,45.06752,-0.721651
1708,Château Haut-Batailley,Completed,4.1,3,393,Château Haut-Batailley,33 05 56 73 16 73,,,,46.642,2.338
3104,Bibi Graetz,Completed,3.7,31,394,Testamatta di Bibi Graetz,39 055 597222,info@bibigraetz.com,Bibi Graetz,http://www.bibigraetz.com,43.794052,11.314494
1603,Clos Mogador,Completed,4.3,5,463,Clos Mogador,977 839 171,closmogador@closmogador.com,René Barbier,http://www.closmogador.com/,41.189857,0.771238
10454,Château Canon,Completed,4.2,3,827,Château Canon,33 05 57 55 23 45,contact@chateau-canon.com,,http://www.chateaucanon.com,46.61246,1.48461
19060,Girolamo Russo,Completed,4.0,7,2814,Azienda Agricola Girolamo Russo,,,,http://www.girolamorusso.it/,,
1513,Château La Conseillante,Completed,4.3,3,555,Château La Conseillante,33 05 57 51 15 32,contact@la-conseillante.com,Château La Conseillante,http://www.la-conseillante.com/en,44.935345,-0.202473
4343,Livio Felluga,Completed,3.9,27,2526,Livio Felluga,+39048160203,info@liviofelluga.it,Livio Felluga,http://www.liviofelluga.it,45.971054,13.457232
2914,Château La Tour de Mons,Completed,3.9,3,384,Château La Tour de Mons,33 05 57 88 33 03,contact@chateau-latourdemons.com,,http://www.chateau-latourdemons.com,45.058846,-0.690945
64252,Château Mouton Rothschild,Completed,4.5,7,393,Château Mouton Rothschild by Baronne Philippine de Rothschild,+33 (0)5 56 73 21 29,,Château Mouton Rothschild,http://www.chateau-mouton-rothschild.com,45.21312,-0.769852
9274,Château Teyssier,Completed,3.8,13,827,Château Teyssier,+33(0)5 57 84 63 54,ali@maltus.com,Jonathan Maltus,http://www.teyssier.fr,44.84397,-0.160378
11007,Tua Rita,Completed,4.0,30,394,Azienda Agricola Tua Rita,39 0565 829 237,info@tuarita.it,"Rita Tua, Luca D'Attoma",http://www.tuarita.it,43.064133,10.68916
2008,Château Dauzac,Completed,4.1,7,384,Château Dauzac,33 05 5725 5858,chateaudauzac@chateaudauzac.com,Château Dauzac,http://www.chateaudauzac.com,45.01392,-0.61934
11601,Quintarelli Giuseppe,Completed,4.5,15,460,Azienda Agricola Quintarelli Giuseppe (Quintarelli),+39 045 750 0016,giuseppe.quintarelli@tin.it,Quintarelli,,45.51996,10.947095
66109,Viña Real,Completed,3.7,14,492,Bodega Viña Real,34 945 62 52 55,,CVNE Cune,http://www.cvne.com/en/wines/,,
41443,Château Capbern,Completed,3.9,2,456,Château Capbern,,,,,,
25713,Château du Retout,Completed,3.7,3,427,Château du Retout,33 5 5658 9108,contact@chateau-du-retout.com,,http://www.chateau-du-retout.com,45.114983,-0.731125
25233,Les Creisses,Completed,4.1,3,833,Domaine Les Creisses,33 0 7 71 80 40 75,,,https://www.les-creisses.com/domaine.html,,
1360,Domaine William Fèvre,Completed,4.1,17,428,Domaine William Fèvre,33 03 8698 9898,contact@williamfevre.com,William Fevre,http://www.williamfevre.fr,47.816525,3.8056
20682,Badenhorst,Completed,3.7,47,742,A.A. Badenhorst Family Wines (AA Badenhorst),27(0) 082 3735038,adi@iafrica.com,Jasper Wickens,http://www.aabadenhorst.com/,,
7609,Château Haut-Bailly,Completed,4.1,7,471,Château Haut-Bailly,33 (0)5 56 64 75 11,mail@chateau-haut-bailly.com,Véronique Sanders,http://www.chateau-haut-bailly.com,44.729073,-0.600459
2107,Château Latour,Completed,4.5,7,393,Château Latour,33 03 86 50 20 15,,Chateau Latour,http://www.chateau-latour.com,46.81546,3.726688
1392,Louis Latour,Completed,3.8,232,408,Maison Louis Latour,33 03 80 24 81 10,fmigeon@louislatour.com,,http://www.louislatour.com,47.024086,4.8401
59199,Château Pey de Pont,Completed,3.7,1,417,Château Pey de Pont,,,,,,
11079,Ferraton Père & Fils,Completed,3.7,42,400,Domaine Ferraton Père & Fils – Caveau,33 04 7508 5951,ferraton@ferraton.fr,,http://www.ferraton.fr,45.069027,4.84058
1215,Alain Jaume,Completed,3.9,47,401,Vignobles Alain Jaume & Fils,33 04 90 34 68 70,jaume@domaine-grand-veneur.com,Alain Jaume,http://www.vignobles-alain-jaume.com,44.027237,4.862186
2349,Château La Pointe,Completed,4.0,2,555,Château La Pointe,(33) 05 57 51 02 11,,Château La Pointe,http://www.chateaulapointe.com,44.935345,-0.202473
3633,Castello di Farnetella,Completed,3.6,9,683,Castello di Farnetella,39 0577 355 117 ,info@farnetella.com,,http://www.farnetella.com/,43.213387,11.739463
3175,Château Puech-Haut,Completed,4.0,43,536,Château Puech-Haut,04 99 62 27 27,chateau.puech-haut@wanadoo.fr,,https://puech-haut.com/chateau-et-domaine,43.663902,3.956301
5087,Cantele,Completed,3.8,38,548,Azienda Vinicola Cantele,39 0832 705 010,cantele@cantele.it,Cantele,http://www.cantele.it,40.352764,18.188934
6490,Clos Henri Vineyard,Completed,3.7,11,732,Clos Henri Vineyard,64035727923,sales@closhenri.com,Bourgeois Family,http://www.clos-henri.com,-36.911556,174.80257
65349,Clos des Lunes,Completed,3.7,7,432,Clos des Lunes (by Domaine de Chevalier),,olivierbernard@closdeslunes.com,,http://www.closdeslunes.com/en/#accueil,,
7662,Château Pierrail,Completed,3.8,9,738,Château Pierrail,33 05 57 41 21 75,alice.pierrail@orange.fr,Aurelien Demonchaux,http://www.chateaupierrail.com,44.76195,0.249531
2126,Château Siran,Completed,3.9,6,384,Château Siran,33 (0)557883404,info@chateausiran.com,Château Siran,http://www.chateausiran.com,45.015125,-0.639509
4250,Château du Glana,Completed,3.8,6,399,Château du Glana,33 05 56 59 06 47,contact@chateau-du-glana.com,Jean-Paul Meffre,http://www.chateau-du-glana.com,45.16407,-0.738219
1578,Château La Louvière,Completed,3.9,11,471,Château La Louvière,+ 33 (0)5 56 64 75 87,lalouviere@andrelurton.com,Andre Lurton,http://www.andrelurton.com,44.729073,-0.600459
14302,Dönnhoff,Completed,4.0,57,578,Weingut Hermann Dönnhoff,,weingut@doennhoff.com,Dorne Waters,http://www.doennhoff.com,,
2477,Château Marquis de Terme,Completed,4.0,9,384,Château Marquis de Terme,33 05 57 88 30 01,,Château Marquis de Terme,http://www.chateau-marquis-de-terme.com,45.036392,-0.748784
1940,Château La Gaffelière,Completed,4.1,5,827,Château La Gaffelière - Domaines Comte de Malet Roquefort,33 (0)5 57 24 72 15,,Château la Gaffelière,http://www.chateau-la-gaffeliere.com,44.89601,-0.155475
252395,Château Cap d’Or,Completed,3.8,1,2148,Château Cap d’Or,,,,,,
1680,Château Gazin,Completed,4.2,3,555,Château Gazin,33 (0)5 57 51 07 05,contact@gazin.com,Mickaël Obert,http://www.gazin.com,44.931442,-0.186483
8304,Volpaia,Completed,3.8,13,394,Castello di Volpaia,39 0577 738 066,info@volpaia.com,Lorenzo Regoli,http://www.volpaia.it,44.9531,9.29686
1740,Pintia,Completed,4.3,1,430,Bodegas Pintia (Bodegas y Viñedos Pintia),34 0983 680 147,vegasicilia@vega-sicilia.com,Pablo Álvarez,http://www.vega-sicilia.com/en/wine/233/pintia,,
1524,Mas Doix,Completed,4.0,8,463,Celler Mas Doix,34 628 800 466,info@masdoix.com,Juan Doix,http://www.masdoix.com,41.23589,0.847192
246747,Orma,Completed,4.2,2,673,Orma,39 0575 477857,info@ormabolgheri.it,Podere Orma,http://www.ormawine.it/vini/,,
196593,Château Les Grands Chênes,Completed,3.7,6,417,Château Les Grands Chênes,,,,,,
1481,Domaine de Beaurenard,Completed,4.0,20,401,Domaine de Beaurenard (Paul Coulon Et fils), 33 0 4 90 83 71 79 ,paul.coulon@beaurenard.fr,,http://www.beaurenard.fr,44.05251,4.835136
11725,Château Greysac,Completed,3.8,6,417,Château Greysac,33 05 56 73 26 56,communication@rollandeby.com,Jean-Luc MARTEAU,http://www.greysac.com,45.373653,-0.865028
2690,Cordero di Montezemolo,Completed,4.0,18,389,Cordero di Montezemolo - Azienda Agricola Monfalletto,39 0173 50344,info@corderodimontezemolo.com,Cordero di Montezemolo,http://www.corderodimontezemolo.it,44.638454,7.955805
4577,Château Mongravey,Completed,3.9,7,384,Château Mongravey,33 (0)5 56 58 84 51,chateau.mongravey@wanadoo.fr,,http://www.chateau-mongravey.fr,44.995716,-0.688445
2235,Château Pibran,Completed,4.0,2,393,Château Pibran,33 05 56 73 17 17 ,contact@pichonbaron.com,,http://www.pichonbaron.com,45.199203,-0.748886
11463,Château La Fleur de Boüard,Completed,3.9,4,386,Château La Fleur de Boüard,33 05 57 25 25 13,contact@lafleurdebouard.com,Jean-Pierre Moueix,http://www.lafleurdebouard.com,44.9314,-0.20158
3447,Château l'Enclos,Completed,4.1,1,555,Château l'Enclos,33 05 57 74 80 51,chateaufonplegade@fonplegade.fr,,http://www.fonplegade.com/,44.794197,0.205711
2525,Château Olivier,Completed,4.0,15,471,Château Olivier,33 05 56 64 73 31,mail@chateau-olivier.com,,http://www.chateau-olivier.com,44.749752,-0.588383
25253,Château Noaillac,Completed,3.7,5,417,Château Noaillac,,,Xavier & Damien Pagès,http://www.noaillac.com/,,
15284,Domaine Lafage,Completed,3.8,76,536,Domaine Lafage,,,Fernando van Zeller Guedes,http://www.domaine-lafage.com,,
1358,Joseph Drouhin,Completed,3.9,196,385,Maison Joseph Drouhin,33 03 80 24 68 88,maisondrouhin@drouhin.com,Joseph Drouhin,http://www.drouhin.com/en,47.023262,4.836031
2344,Château Beauregard,Completed,4.0,9,555,Château Beauregard,33 05 57 51 13 36,beauregard@chateau-beauregard.com,,http://www.chateau-beauregard.com,44.935345,-0.202473
32769,Régnard,Completed,4.1,72,428,Maison Régnard,+33 03 86 42 10 45,regnard.chablis@regnard-chablis.fr,Regnard,,47.815163,3.79799
40859,Château Haut-Bergey,Completed,3.9,7,471,Château Haut-Bergey,,,,http://www.haut-bergey.fr,,
2313,Fattoria le Pupille,Completed,3.9,15,2916,Fattoria le Pupille Elisabetta Geppetti,39 0564 409517,info@fattorialepupille.it,"Elisabetta Geppetti, Luca D'Attoma",http://www.fattorialepupille.it/,42.782665,11.188463
22269,Proyecto Garnachas de España,Completed,3.7,6,465,Proyecto Garnachas de España,,,,http://garnachasdeespana.com/en,,
2039,Château Cos Labory,Completed,3.9,3,456,Château Cos Labory,33 05 5659 3022,,,http://www.cos-labory.com/,46.642,2.338
21248,Pépière,Completed,3.8,17,729,Domaine de la Pépière (Marc Ollivier),330962331503,earl.lapepiere@orange.fr,,http://www.domainedelapepiere.com,47.105637,-1.412844
