id,regional_name,name,description,interesting_facts,country
265,Bordeaux Left Bank,Saint-Julien,"Saint-Julien offers balanced, age-worthy blends of Cabernet Sauvignon and Merlot, with deep ruby colors and notes of cassis and cedar.

Depending on the producer, some style are more perfumed while others exude more power.

Situated between the widely popular communes of Margaux and Pauillac in the Médoc of Bordeaux's Left Bank, Saint-Julien combines the elegance of the former with the boldness of the latter.

Often times Saint-Julien can be mistaken for Pauillac; however, rarely do Saint-Julien wines match their intense concentration.","Saint-Julien is the smallest appellation within the Médoc.
Saint-Julien boasts the most classified terroir within any Bordeaux appellation.
While Saint-Julien doesn't contain any 1855 classification First Growths, it does have five Second-Growths, two Third-Growths and four Fourth-Growths.
Third growth Leoville-Barton in Saint-Julien is the only château that is still in the hands of the family that ran it at the time of the 1855 classification.",fr
226,Australian,Syrah (Australie),"Australia's most popular grape varietal, Shiraz is full-bodied with high alcohol, and vibrant berry and plum on both the nose and palate. Australia's hot summers and cooler winters impart a complexity and structure that collects well and is a worldwide favorite.

Shiraz is described as robust and spicy with a slightly sweet finish. You will also enjoy a velvety and slightly syrupy mouthfeel when enjoying this varietal.

Genetically identical to French Syrah, these grapes migrated to Australia in the 19th century and flourished taking on characteristics of indigenous flora. It is not uncommon to taste notes of Eucalyptus when enjoying this wine.

Growing to commercial prominence in the last decade of the 20th century, Shiraz is a fan favorite the world over and is a great wine for drinkers of different levels of experience.

Peppery and deep, enjoy this wine with flavorful spicy foods from steak, to mediterranean and even latin cuisines. This wine can overpower more subtle dishes, so be cautions to avoid lighter proteins and unspiced seafood.","Syrah and Shiraz are genetically identical.
Syrah means princess in Arabic.
Shiraz is properly pronounced with a short a - as in Shiraaaz.
Australia produces more Shiraz than any other New World country.",au
239,Italian,Vino Nobile di Montepulciano (Italie),"You may not be familiar with Vino Nobile di Montepulciano, but you should be. Despite its long name, it makes delicious wines filled with preserved red cherry flavors.

Similar in style to Chianti due to it being mostly made from Sangiovese, this is a great option if you love Tuscan wines and want something a little more refined.

The wines of Tuscany's Vino Nobile di Montepulciano enjoy a storied history dating back to the 8th Century. Receiving praise from Popes and poets as “the king of wines”, it is no wonder it was one of the first regions in Italy given DOCG status.

The wine is similar to the nearby Chianti Classico, but it tends to be a little fuller and higher in alcohol. It typically showcases lots of red cherry jam and forest floor, and can be as good as some of the best Chianti Classicos.

It is not as dark or rich as Brunello di Montalcino, but it is typically much more affordable. If you are looking for a new Italian wine to try, this is a great bet.","Vino Nobile di Montepulciano was one of the original four DOCGs created in 1980.
By law, the wines must be aged for 2 years to be called Vino Nobile and 3 years to qualify as Riserva.
La région de Montepulciano est plus chaude que le reste de la Toscane.
Vino Nobile di Montepulciano must contain at least 70% Prugnolo Gentile (aka Sangiovese).",it
263,Bordeaux Left Bank,Margaux,"Bordeaux Margaux wines tend to be deep ruby in color, perfumed and floral, particularly with notes of violets and lilacs, and soft, silky tannins.

Less masculine and powerful than wines from other regions of Bordeaux, Margaux wines are typically more refined and elegant.

Margaux is the furthest south appellation in the Médoc in Bordeaux's Left Bank and boasts many soil types, including limestone, chalk, clay, sand and gravel, meaning style and quality of Margaux can vary dramatically.

The best Margaux wines come from grapes planted on gravel soils with good drainage.","Margaux has the most chateaux included in the 1855 Classification of the Médoc and Graves.
Chateau Margaux and Chateau Palmer are consistently considered the best wines out of Margaux.
Margaux is believed to be home to the first planting of vines by the Romans.
As the warmest region of the Left Bank, harvest typically comes earliest in Margaux.",fr
181,Alsace,Riesling (Alsace),"Rarement vieilli en fût, les vins Alsaciens “Riesling” sont généralement secs et vifs, avec une forte acidité (faible PH) et des arômes puissants de poire, de pomme, de citron, de fleurs et d’épices.   La région produit également des versions demi-sec généralement étiquetées comme Vendange Tardive (VT) et Sélection de Grains Nobles (SGN ) qui signifie que les raisins ont été atteints de pourriture noble. L'Alsace est une région viticole située dans le nord-Est de la France, proche de la chaîne montagneuse des Vosges et à l'est du Rhin, à la frontière de l'Allemagne. Cette situation géographique, fait que l’Allemagne et l’Alsace ont de nombreuses variétés de raisins en commun.  Le Riesling est le “chouchou” des vins d'Alsace, et un des préférés des amateurs de vin dans le monde car il est à la fois polyvalent et peu onéreux.Les Rieslings sont des vins de terroir, doux et dynamique, avec un coté minérale très intéressant.   Cela est dû, en partie, au climat froid, sec et ensoleillé ainsi que de la spécificité des sols de la région; un mélange de granit, de calcaire, de schiste et de grès.  Un des avantages du Riesling, à la fois dans sa version sec et demi-sec, est qu'il peut accompagner une grande variété de plats.  Essayez le riesling sec avec des tacos au poisson, des sushi, du poisson fumé, des asperges et, un de nos favoris, le fromage de chèvre.   Le demi-sec quant à lui accompagnera très bien de la nourriture thaï, un curry, des crevettes cocktail et, un autre de nos favoris, la tarte aux pommes.","Le Riesling est à l'origine de la région du Rhin de l'Allemagne, et est parfaitement chez lui en Alsace, qui se trouve à l'est de la rivière.
""Terroir"" est un terme français utilisé pour décrire les caractéristiques conférées aux raisins lié au sol et au climat de la terre dans laquelle il a été cultivé.",fr
208,Southern Italy,Vin rouge d'Italie du Sud,"Southern Italy is the toe, heel, and ankle of the Italian “boot” where we find the regions Campania, Basilicata, Puglia, Calabria, and Sicily as well as the distant relative Sardegna. There are scores of fascinating indigenous grape varieties here, different winemaking traditions and styles are defining each region, and the wines are often less expensive than their Northern counterparts.

Puglia and Sicily are producing huge volumes of wine, and they are battling to be the second biggest wine producing region in Italy. The hot climate is reflected in the wines and they are famous for their inexpensive, full bodied, warm, and fruit forward red wines based on Primitivo and Nero d’Avola. Less famous yet very interesting are the Sicilian wines from Mount Etna. The higher altitude yields wines that are lighter, fresh and complex. The indigenous grape Nerello Mascalese offers some fine examples.

In Campania and the northern part of Basilicata, winemakers have been finding success with the grape Aglianico (pronounced “ahl-YAH-nee-koe”). The slightly colder climate is ideal for this grape and produces wines that are garnet-colored with high tannins and acidity. Harsh when young, but after some aging they become elegant and complex, and reveal lovely plummy flavors with a hint of chocolate.

In Sardegna they lean more towards the grapes Carignano and Cannonau with French/Spanish origin. The wines here are often powerful with a spicy touch.","The soil in Southern Italy is largely volcanic and also granitic.
Southern Italy receives very little rain and is extremely sunny. It is the hottest and driest region of Italy.
The best vineyards in the area are high in elevation on the north-facing hillsides, where they don't get as much sun.
The best known wine of Campania is called Lacryma Christi which means “the Tears of Christ.”
Mount Vulture is just north of the city of Potenza in Basilicata. It is an extinct volcano!",it
130,Northern Italy,Vin rouge d'Italie du Nord,"The wines of Northern Italy include some of the most well known red wines in the country including Nebbiolo, Barbera, Dolcetto, Amarone and Valpolicella.

Arguably, the two most important regions in Northern Italy are Piedmont in the northwest, and Veneto in the northeast. Red wines from these regions range from some of the most expensive and sought after in all of Italy to great value red wines.

Nebbiolo produces some of the most exclusive and expensive red wines in Italy, including Barolo and Barbaresco. However, these sought after wines come with a hefty price tag.

Dolcetto and Barbera from Piedmont offer relative value. Dolcetto is planted on less desirable vineyard sites, and produces fruit-forward, great value wines that are meant to be consumed within 1-2 years of bottling. Barbera is a high yield variety with low tannins and high acidity.

In Veneto, Valpolicella reigns supreme as its own distinct viticultural zone. There are five different tiers within this wine category ranging from inexpensive and light-bodied Valpolicella Classico, to pricey Amarone.

Red wines from Valpolicella are typically based on Corvina, with Rondinella, and Molinara rounding out these blended wines.","Jusqu'au 20 dernières années, Barbera était la variété de rouge la plus largement plantée dans toute l'Italie.
De nombreuses variétés de vin du nord de l'Italie sont maintenant plantées en Californie.
L'Italie produit plus de vin que tout autre pays, représentant près de 1/​3 de la production mondiale.",it
157,Californian,Pinot Noir (Californie),"Pinot Noir has the well deserved reputation of being a finicky and difficult grape to cultivate. It thrives in cooler climates like Burgundy and the Willamette Valley in Oregon, but is also widely planted throughout sun-drenched California.

Pinot Noir reflects its terroir, or place of origin, more than just about any other variety. That's certainly part of its broad appeal, and right now, there is revolution happening in California.

In Pursuit of Balance or IPOB is a thriving group of producers founded on the notion that California Pinot Noir should be balanced, rather than decadent and lush—the prevailing style over the past few decades. Has the focus shifted? There are compelling arguments on both sides of the issue.

It pays to do a little research, then, to figure out which producers are making fully ripe, high octane Pinots and those that are making a style that accents subtlety and vibrant acidity. Not that both styles can't be great, they can be.

Richer Pinot Noir, from warmer regions like the Russian River Valley tends to exhibit more dark fruit, in general, they are fuller wines with greater concentration and higher alcohol, up to 15% ABV.

Pinots from cooler regions like Sonoma Coast are lighter-bodied and display more red fruit, floral notes and have brighter acidity, often with a dash of minerality. Alcohol percentage and even the color of the wine can clue you in when shopping.","“Sideways” catapulted California Pinot Noir to stardom, since the release of the hit movie in 2004, Pinot Noir production has grown by a whopping 81%.
Oregon is renowned for its Pinot Noir, but California actually produces more.
Prone to genetic mutation, Pinot Noir has more known clones than any other grape variety, certainly more than Dolly the sheep.
Pinot Noir is widely regarded as one of the most romantic wines, it is often described as perfumy and sweet, despite being a dry wine.",us
7,Italian,Barolo (Italie),"Barolo is a delicious red wine from the Piedmont region of Northern Italy. It is made strictly from Nebbiolo grapes.

Aromatic with rich tannins and characteristics of old oak, these wines are considered by most to be some Italy's finest.

Traditionally a wine enjoyed by gentry, Barolo grows in the region's finest plots of soil.

This wine is robust with evident notes of red flowers on the nose. The palate will enjoy significant acid and strong, long, earthy finish. These wines collect well, although consult a specialist to get a hold of of the best vintages.

Pair this food with big and flavorful pastas, or proteins - steak and well-spiced veal. Avoid underseasoned vegetables, leafy greens, or seafood.

The Nebbiolo grape does not travel well and is high maintenance, which is why it has never thrived quite as well elsewhere as on the Piemontese slopes. Like its top contender, Pinot Noir, Nebbiolo takes kindly to its terroir, thus displaying the subtleties of its environment.","Le Barolo est l'un des vins les plus chers d'Italie.
Le Barolo est appelé ""Le roi des vins.""  Il est aussi appelé le «vin des rois.""
Le Barolo est vieilli pendant plus de 5 ans - habituellement 3 d'entre eux en fut de chêne. Le vin peut prendre encore de nombreuses années pour s'adoucir.
Le Barolo est fait à base du cépage Nebbiolo, dont le nom provient du mot ""nebbia"", le brouillard en italien.",it
262,Bordeaux Left Bank,Médoc,"Médoc wines tend to be ruby in color, balanced and well-rounded on the palate with notes of cassis, cherries and earth, with firm tannins.

While most Bordeaux wines require aging, those labeled simply 'Médoc' tend to be lighter in style and more approachable in their youth.

Grown on gravel rich soils in the Left Bank of Bordeaux, wines from the Médoc are predominantly Cabernet Sauvignon and Merlot blends, but sometimes see the addition of Petit Verdot and Malbec.","The Médoc is the wettest region in Bordeaux—rot is a regular threat and necessitates spraying.
Out of thousands of wine regions around the globe, Bordeaux's Médoc region is the most famous, revered for its gravel soils. Gravel provides for excellent drainage while also retaining heat, which aids in the ripening of thick-skinned black grapes like Cabernet Sauvignon.
Believing there would be increased demand for red Bordeaux, growers planted the whole of the Médoc aggressively in 1990s and early 2000s. Their prediction was wrong, and many ended up in financial difficulty as a result.
Only red wines are permitted to be made in the Médoc.",fr
276,Bordeaux Left Bank,Saint-Estèphe,"Les vins de Saint-Estèphe sont puissants, concentrés et riches, avec parfois des tannins austères, graveleux dans leur jeunesse, et sont marqués de notes de cassis, de tabac, de cigare et de pierre concassée.

Ces mélanges corsés de Cabernet Sauvignon et de Merlot peuvent très bien vieillir.

Saint-Estèphe est situé à l'extrémité nord du Haut Médoc bordelais, avec des raisins cultivés sur des sols de gravier reposant sur une base d'argile. Les sols ont un faible drainage, ce qui retarde la maturité, et il en résulte souvent des vins d'une plus grande acidité que ceux provenant de plus au sud du Médoc.","Saint-Estèphe est l'appellation située la plus au nord du Médoc, plus froid et souvent la dernière région à récolter.
Saint-Estèphe est la plus grande des appellations du Médoc.
Les plantations de Merlot ont augmenté à Saint-Estèphe
Un petit ruisseau sépare la région de Saint-Estèphe du Premier Cru Château Lafite provenant du village voisin de Pauillac.",fr
32,Californian,Cabernet Sauvignon (Californie),"Known as the king of red wine grapes, Cabernet Sauvignon enjoys the same regal status in California as does in its native home in Bordeaux.

The most widely planted red wine grape in California, Cabernet Sauvignon commands the highest price per ton and is the dominant grape found in some of California's most prestigious brands.

Some of the most expensive wines in the United States are made from this noble grape. Cult wines like Screaming Eagle and Harlan Estate sell for thousands per bottle, but don't let that scare you—great non-cult Cabs can be found for much less, starting at around $20. Top growing regions include Napa Valley and Sonoma County.

Cabernet Sauvignon is dry and full-bodied, and is prized for its long aging potential. It's also known for displaying characteristic green flavors like bell pepper, eucalyptus and mint. Cabernet grown in California tends to be more fruit-forward and more mellow, with rich dark fruit notes of blueberry and blackberry as well as earth, dust, mocha and cedar.

The moderate to high tannin levels and concentrated flavors in Californian Cab make it a sensational food wine. It's superb with porterhouse steak, braised pork belly, hearty lamb stews, portobello mushrooms and grilled burgers.","Des tests ADN ont prouvé que le Cabernet Sauvignon est un croisement entre le Cabernet Franc et le Sauvignon Blanc.
In the famous 1976 Judgement of Paris tasting, California's Stag's Leap Wine Cellars beat top Bordeaux estates like Mouton Rothschild in a blind tasting.
Le vin américain le plus culte est le Screaming Eagle. Six magnums de Screaming Eagle 1992 ont atteint la somme record de 500 000 $ à une vente aux enchères.
Le critique de vin, Robert Parker a attribué un ""parfait"" 100 points à seulement 369 vins depuis qu'il a commencé à examiner les vins dans les années 1970. Environ 20% de ces 100 pointeurs sont des Cabs de Napa Valley.
Le seul autre cépage qui est plus largement planté en Californie est le Chardonnay.",us
163,Oregon,Pinot Noir (Oregon),"Light to medium-bodied, Oregon Pinot is more finely boned than California Pinot, and displays a wide, aromatic range of flavors including strawberry, raspberry, delicate floral notes, and earthier notes like mushroom and truffle.

As with other famous regions that produce this Noble grape, Oregon's Pinot Noir can be as sophisticated and compelling as a fine red Burgundy.

While the wine industry in Oregon is relatively young, world-class wines, especially Pinot Noir have come from this cool climate region for years.

The heart of the Oregon wine industry lies in the Willamette Valley, and has a similar latitude and climate as Burgundy. Pinot Noir first made its way to this picturesque region in 1959, thanks to the man who is widely credited as the father of Oregon Pinot Noir, Richard Sommers. He planted the first vines in Umpqua Valley and later established HillCrest Vineyard in Roseberg, in 1961.

Pinot Noir is challenging to grow, it's a small vine with tight clusters, and is susceptible to issues like rot and mildew. Known as the “heartbreak grape”, it can be a headache for winemakers and vineyard managers alike, yet is grown all over the world, and can command higher prices than other varieties for this reason.

Oregon Pinot is excellent paired with pork tenderloin, duck, cedar plank salmon, and just about anything with wild mushrooms.","Pinot Noir translates as black pine, the grape is aptly named, as it forms tight clusters of purple-black fruit that are pine cone shaped.
Pinot Noir readily reflects its terroir, or the soil and climate in which it is grown. Many Oregon Pinots have a minerally note that shines through, along with bright acidity.
Pinot Noir is not only fickle, it's also prone to mutation, there are hundreds of known clones.
Many Oregon winegrowers pride themselves on sustainable and organic practices, if you're into organic, Oregon Pinot has much to offer.",us
192,Italian,Ripasso (Italie),"The wines retain the vibrancy, freshness and value of traditional Valpolicella, while imparting additional flavor and body.

Their medium body and complex flavor profile make these wines a great pairing with a wide range of foods such as grilled meats, hearty pasta and strong cheeses.

Ripasso della Valpolicella is a red wine from the Veneto region of Italy. The wine is produced by putting Valpolicella Classico under a second fermentation by adding the skins remaining from Amarone and Recioto production.

This winemaking process imparts additional complexity, tannin, body, and slightly higher alcohol to the wine. Both the body and price point of this wine are somewhere between a Valpolicella Classico and a true Amarone.

Ripasso wines are more approachable on both the palette and the wallet! They retail at far more accessible price points than true Amarone- generally in the $15-$25 price range.

Ripasso della Valpolicella is a wine based on the Corvina grape, with the addition of Rondinella and Molinara rounding out the blend.

In 2009, Ripasso della Valpolicella received its own DOC designation, along with its cousin, Amarone. In fact, they are sometimes known as “baby Amarone.”","The term Ripasso means “repassed,” which refers to the production technique.
The Ripasso method, which is widely used, only recently began to appear on wine labels, as a result of much dispute and an eventual lawsuit.
Winemaking in Valpolicella has existed since the ancient Greeks.
This winemaking region is known as “the pearl of Verona”.
Valpolicella ranks just after Chianti in total Italian (DOC) wine production.",it
159,Chilean,Pinot Noir (Chili),"Pinot Noir is never a straightforward varietal. Eternally fussy, and extremely fickle, this wonderful grape does fit nicely into the cooler climates of Chile.

Chilean Pinot Noir exudes cherry, cranberry and strawberry, and tends to follow the much-lauded mantra of “less is more” as they pursue a balanced, subtle wine.

Pinot Noir is the flagship red grape of France's Burgundy region. It's a thin-skinned varietal that thrives in cooler regions all over the world. It tends to grow in thick clusters, which makes it susceptible to rot and disease.

Casablanca, San Antonio and Bio Bio are regions that are excelling in the Pinot Noir game at the moment, and many of the wines from these regions are regarded to be showing a lot of potential for the future.

Being lighter in body and high in acidity, Chilean Pinot Noir should be paired with something like light tomato-based dishes or some roast chicken.","Pinot Noir was the darling wine of the movie Sideways, and has been hugely popular ever since.
Pinot Noir, along with the white grape Chardonnay, is often the primary grape used in Champagne.
Chilean wines are regarded to be some of the best bargains in the wine world!",cl
261,Bordeaux Left Bank,Pessac-Léognan,"Blended from Cabernet Sauvignon and Merlot, Pessac-Léognan wines are beautifully balanced with fine-grained structured tannins, and exhibit classic notes of tobacco, cassis, dark cherry, leather and tar, as well as a distinctive minerality.

Some of the best wines are described as smoky and have hints of truffle.

Located within the wider Graves appellation in Bordeaux's Left Bank, Pessac-Léognan boasts the region's best soils; the resulting wines have excellent aging potential.

Pessac-Léognan also makes whites from Sauvignon Blanc and Sèmillon.","Pessac-Léognan is the youngest Bordeaux appellation, having only been recognized since 1987.
Chateau Haut-Brion is located in Pessac-Léognan, the only First Growth in the 1855 classification outside of the Médoc.
Though the majority of wines produced in Pessac-Léognan are red, the region also produces white Bordeaux.
Pessac-Léognan is named after the distinctive gravel soils found in the region.",fr
83,Alsace,Gewürztraminer (Alsace),"L'Alsace est une région viticole du nord de la France, située aux frontières de l'Allemagne. L'Alsace étant blottie entre la chaîne des Vosges et l'Allemagne, à l'est du Rhin, on y trouve de nombreuses variétés de raisin.

Le Gewurztraminer est un cépage d'Alsace, c'est la deuxième variété la plus plantée de la région.

C'est un cépage très aromatique avec des senteurs très caractéristiques de fruits exotiques comme le litchi, la carambole, les fruits de la passion ou la mangue. À ces notes de fruits exotiques viennent s'ajouter d'autres touches aromatiques qui en font un élixir complexe et exaltant : le zeste d'orange, la rose, le miel et les épices de pâtisserie. Sa robe est intense, jaune avec des reflets dorés, il a tendance à être corsé avec une faible acidité et parfois légèrement pétillant.

En règle générale, le Gewurztraminer est non-boisé, la fermentation se fait en cuve d'acier, et il est produit en sec ou en demi-sec. Il existe des vendanges tardives de Gewurtz, généralement étiquetées en tant que telle (VT) ou Sélection de Grains Nobles (ce qui signifie que les vins ont été produits avec l'aide de la pourriture noble).

Universellement reconnu comme le vin d'accompagnement de la cuisine asiatique épicée, le Gewurztraminer s'adapte à de nombreux types de cuisines. En sec ou en demi-sec, le Gewurztraminer accompagnera parfaitement un canard rôti, les fromages à croûte lavée comme l'Époisses, un velouté de pommes de terre, des saucisses, une omelette au saumon fumé ou une pizza aux figues et au jambon de Prague. Le Gewurztraminer accompagnera parfaitement le foie gras, les tartes aux pommes ou n'importe quel dessert aux fruits tropicaux.","Littéralement traduit, Gewürztraminer signifie «Traminer épicé» et est considéré comme une mutation du Sauvignon Blanc.
les vins d'Alsace sont mis en bouteille dans des bouteilles de taille haute, en forme de flûte appelé vin du Rhin ou ""bouteille de vin du Rhin"". Ils sont connus comme ""bouteilles de jarret"".
Les vins d'Alsace sont fortement influencés par l'Allemagne, la nationalité de la région ayant changé plusieurs fois à travers l'histoire, de la France à l'Allemagne et vice-versa.
La dernière fois que ce changement a eu lieu a été pendant la Seconde Guerre mondiale, l'Alsace a été annexée par l'Allemagne en 1942 et n'a été retournée à la France qu'après l'invasion alliée en 1945.",fr
233,Spanish,Toro (Espagne),"Hailing from a small patch of land in central Spain, the Toro DO (region) produces a delicious wine called Tinto Del Toro.

Synonymous with Tempranillo, the region's chalky soil imparts some characteristics resulting in richness not normally experienced by other Tempranillos.

Toro reds must contain a minimum of 75% Tempranillo, and use other blending grapes such as Garnacha. The wine is often aged in American oak for varying lengths of time.

Considered the “Noble Grape of Spain,” Tempranillo has beautiful notes of plum, berries, cherries, and tomato on the nose and palate. One will also taste notes of tobacco, vanilla, herb, and leather resulting from oak aging.

This wine typically throws medium plus tannins, lower acid, with relatively medium alcohol. Pair this wine with red sauce pastas, polenta, pizza, and Mexican food. Reasonably priced, this wine is one to enjoy frequently.","Tempranillo has hundreds of clones. The one from Toro is simply one.
Evidence for wine cultivation in Toro dates back to the 1st century BC, while evidence for Tempranillo in Spain dates back to the 12century BC.
Toro reds ripen earlier that other grapes, and there is a lesser known version of mutant white Tempranillo, which is also very delicious.",es
247,Californian,Zinfandel (Californie),"While California Zinfandel can be produced in various styles, ranging from light to full-bodied, they all exhibit a certain fruit forwardness that is frequently described as “jammy”. It is also known for licorice, spicy and peppery notes.

Zinfandel has gotten a bad rap from the abundant jugs of cheap, pink “white zin” lining the bottom shelves of many grocery store chains. However, this grape variety produces quality red wines that are food-friendly, versatile and delicious.

Zinfandel is outstanding when paired with barbecued red meats and bold cheeses, as its strong flavor profile can stand up to robust flavors. The fruit forwardness of this bold wine is balanced out by medium to high tannins, lending the wine firm structure.

Some of the most prominent regions for producing quality California Zinfandel are Paso Robles, Napa Valley, Amador County, Dry Creek Valley, Sonoma and Lodi. Look for these regions when shopping for this all American wine to pair with your next barbecue.

Most California Zinfandels have a relatively high alcohol content, ranging anywhere from 14-17% abv, so sip (and hydrate!) accordingly.","The much maligned White Zinfandel was actually a mistake! It sold well, and thus, stuck around.
Most Zinfandel is sold as the blush variety – in fact around 80-85% of this grape is made into sweet blush wine.
Le Zinfandel est aussi connu sous le nom de ""Primitivo"" dans les Pouilles, en Italie.
Despite the variety's popularity, there is just over 70,000 acres planted, with the majority of it (over 50,000 acres) grown in California.
Le Zinfandel est planté dans environ 10 % du vignoble de Californie.",us
45,Chilean,Carménère (Chili),"A delicious, yet lesser known grape varietal, Chilean Carmenere results in fantastically beautiful, medium-bodied, fruit-forward wines. With gentle tannins, and deep crimson colors, you can expect an array of berries, red fruits, spice, smokiness and earth on both the nose and palate.

If you're into collecting, be aware that Carmenere is best enjoyed in the first couple of years after bottling.

Originally from southwest Bordeaux, France, Carmenere finds a hospitable home in central Chile. Today Carmenere grows all over the world, but the best renditions are generally considered to come from Chile. Now, comparatively little Carmenere still grows in France.

Carmenere is very similar to Merlot. In fact, until recently, Chilean wine growers mistook Carmenere for Merlot for decades.

With respect to food, Carmenere goes really well with menus containing savory flavors and spice. Enjoy a Carmenere with anything from steak to BBQ, to red-sauce pasta. However, try to avoid pairing any red wine with seafood.","La dernière syllabe de carménère se prononce comme ""y-air"".
Le Carmenere a commencé à Bordeaux, en France, et se développe difficilement en France maintenant.
Le Carmenere est utilisé principalement comme un raisin de mélange et a été confondu avec le Merlot pendant de nombreuses années.",cl
162,Nouvelle-Zélande,Pinot Noir (Nouvelle-Zélande),"New Zealand has received a lot of attention for their stunning, world-class Sauvignon Blanc wines, but maybe their most exciting wine is Pinot Noir.

These wines are direct and thoughtful, brimming with fresh red cherries, fresh cut roses, and a little bit of wet earth. These might be the best Pinot Noir values in the world!

The cool and beautiful countryside of New Zealand is good for more than just exquisite movie backdrops and Sauvignon Blanc. Over the past couple of decades, they have been quietly growing some of the most exciting Pinot Noir in the world.

Especially in Central Otago and Marlborough, New Zealand is crafting Pinot Noirs that are beautiful with their youthfulness, fresh fruit, and straight-forward nature.

The wines are not as complex as Burgundy, but they are also lighter than most California Pinots. You can expect light garnet-colored wines with fresh flavors of red cherry, cranberry, and red flowers complemented with soft, silky tannins.","Most New Zealand wines are at their most beautiful and best when they are young.
New Zealand's first vineyard was planted in 1851.
About 90% of New Zealand wines are sealed with a screwcap. The screwcap is often referred to as a Stelvin.
New Zealand is comprised of the North Island and the South Island and wine is made on both islands.",nz
209,Southern Italy,Vin blanc d'Italie du Sud,"Italy is responsible for some of the finest wines in the world, and while Northern Italy receives the majority of the plaudits, there is some excellent wine emerging from the sparsely populated southern regions.

Fiano and Greco are the two big white varietals in Campania and Basilicata, while Sicily has become known for their Bianco d'Alcamo, a dry wine made from the Marsala grape.

Southern Italy's reputation has taken a beating in recent years as they have become known for producing bulk wine that they can't sell, and the reputation seems to endure despite some lovely wine coming from Sicily, Campania and Basilicata.

Fiano tends to be a wonderfully creamy white wine with lots of green apple skin and pear. Greco, arguably Campania's flagship white grape, is a lot crisper, and typically has an abundance of minerality, lemon notes and pear.

The white wine of Southern Italy pairs extremely well with the creamy regional cuisine, as well as with some freshly caught fish or shellfish.","The Greco grape is thought to have been brought to Italy by the Greeks.
Italy is currently the largest wine producing country in the world.",it
8,Beaujolais,Beaujolais rouge,"Le Beaujolais est la zone viticole située la plus au sud de la Bourgogne. Sensiblement différente du reste de la Bourgogne à la fois par son climat que par le vin produit, le Beaujolais bénéficie de sa propre appellation.Le beaujolais donne des vins rouges légers et secs, fait à partir de Gamay. La région est surtout connue pour son Beaujolais Nouveau, un vin rouge frais et fruité fait pour être consommé immédiatement.Le Beaujolais est décrit comme un vin rouge rafraîchissant avec peu de tanins et une acidité vive. Des arômes de fraises et de framboises juteuses sont la marque de fabrique de ces vins. Les Crus Beaujolais évoquent des notes minérales et terreuses, ainsi qu’une touche d’airelles et de violettes.35 millions de bouteilles de Beaujolais Nouveau sont emballées et vendues à travers le monde dans les deux mois de la récolte. Ce vin est aussi apprécié pour Thanksgiving aux États Unis. Environ un tiers de la production totale de Beaujolais est dédié à la production du ""Beaujolais Nouveau"".La production restante est généralement étiquetée sous ""Beaujolais-Villages"". Il y a 10 Crus distincts qui proviennent de zones viticoles différentes.  Les Crus Beaujolais, contrairement aux ""Beaujolais Nouveau"", sont de couleur plus foncée, plus riche et plus complet et ils peuvent résister au vieillissement.Le Beaujolais Nouveau est un vin de table classique pour Thanksgiving—Il s'accorde parfaitement avec une dinde, une sauce aux airelles ainsi qu'un saumon fumé ou de la truite, des côtelettes de porc, de la quiche et de la charcuterie.","Le Gamay est un croisement entre le Pinot Noir et l'ancienne variété de Gouais.
Seulement 1% de la production annuelle du Beaujolais est un vin blanc, soit Chardonnay ou Aligoté
La région permet aussi une poignée de Beaujolais Villages en rosés de Gamay, toutefois il est assez difficile d'en trouver.
A l'origine, le Beaujolais Nouveau a été réalisé comme un vin pour satisfaire les vignerons, on le laissait fermenter seulement quelques jours. Ce vin de charme a explosé en popularité dans les années 1960.
Quand le beaujolais est devenu populaire, il a été célébré comme le ""vrai prince des bars et des bonnes tables"" dans les bistros parisiens.",fr
