ID,id_ej,finess,rs,adresse,cpl_loc,do_prel,do_antigenic,longitude,latitude,mod_prel,public,horaire,horaire_prio,check_rdv,tel_rdv,web_rdv,date_modif
umDaVoP97Mw1qaGy,290020700,290000066,CHIC SITE DE CONCARNEAU,61 RTE DE TREGUNC 29900 CONCARNEAU,Consultations externes,OUI,NON,-3.90172027036403,47.8653715901208,Sur place,Tout public,du lundi au vendredi de 13 h 30 à 15 h 30,du lundi au vendredi de 13 h 30 à 15 h 30,"Sur rendez-vous uniquement Le centre priorise les programmations de rendez-vous : - aux personnes symptomatiques, avec ou sans ordonnance - aux personnes bénéficiant d’une prescription médicale (ex. : hospitalisation et/ou acte opératoire programmé) - aux personnes contact à risque",02 90 94 43 43,,2020-10-29
uuvPy4sJdqJWo37q,290020700,290029982,SMUR SITE CH DOUARNENEZ - CHIC,83 R LAENNEC 29100 DOUARNENEZ,Urgences,OUI,NON,-4.31811227018911,48.0839084945032,Sur place,Tout public,,,,,,2020-10-29
7ruN793ycm28rBax,290032879,A PRECISER,"Drive de Gouesnou, centre Henri Queffelec",315 Rue de Reichstett 29850 Gouesnou,Drive Covid,OUI,NON,-4.46857,48.448749,Sur place,Tout public,lundi : 13h00-18h30 | mardi : 13h00-18h30 | mercredi : 13h00-18h30 | jeudi : 13h00-18h30 | vendredi : 13h00-18h30 | samedi : 8h30- 11h30 | dimanche : fermé,,,,,2020-11-25
PDXTauQqhhiz1wYV,290032879,A PRECISER,Drive du Complexe Sportif du Bergot,Rue Madeleine Robinson 29200 Brest,Drive Covid,OUI,NON,-4.509199,48.410395,Sur place,Tout public,lundi : 9h30-13h00 et 14h00-18h30 | mardi : 9h30-13h00 et 14h00-18h30 | mercredi : 9h30-13h00 et 14h00-18h30 | jeudi : 9h30-13h00 et 14h00-18h30 | vendredi : 9h30-13h00 et 14h00-18h30 | samedi : 10h00-12h00 et 14h00-17h00 | dimanche : fermé,,,,,2020-11-25
br5mhvuY1niUIOVj,290032879,290032952,LBM CERBALLIANCE FINISTERE LANDERNEAU,46 R HERVE DE GUEBRIANT 29800 LANDERNEAU,,OUI,NON,-4.2628996155555,48.4504895834047,Sur place,Tout public,Sur RDV Doctolib,,Sur rendez-vous uniquement,02 98 30 29 51,,2020-11-25
QBh5Ms9C7TZpUHF5,290032879,290033026,LBM CERBALLIANCE FINISTERE PLABENNEC,8 SQ PIERRE CORNEILLE 29860 PLABENNEC,,OUI,NON,-4.42580483693815,48.5013641275573,Sur place,Tout public,Sur RDV Doctolib,,Sur rendez-vous uniquement,02 98 40 46 26,,2020-11-25
B6ktiBVxfdl25MB6,290032879,290033182,LBM CERBALLIANCE FINISTERE JAURES BRES,245 R JEAN JAURES 29200 BREST,,OUI,NON,-4.46995437819269,48.4004781164275,Sur place,Tout public,SUR RDV,,Sur rendez-vous uniquement,02 98 41 76 55,,2020-11-25
hFF96kW31SfOi29B,290032879,290033208,LBM CERBALLIANCE FINISTERE LANNILIS,11 R DE LA MAIRIE 29870 LANNILIS,,OUI,NON,-4.52049984019278,48.5699621794267,Sur place,Tout public,Sur RDV Doctolib,,Sur rendez-vous uniquement,02 98 37 26 21,,2020-11-25
kx7Yd97wcT5zRyYx,290033091,290033109,LBM BIO 29 SITE PIERRE LOTI BREST,29 R PIERRE LOTI 29200 BREST,,OUI,NON,-4.50516125802245,48.3829939822338,Sur place,Cas contacts liste CPAM/Tout public - sur ordonnance/Personnel soignant/Malades chroniques (ALD)/Femmes enceintes/Personnes en situation de handicap/Patients ayant été atteints par le COVID-19/Militaires/Enfants 0-3 ans,,,Sur rendez-vous uniquement,0298450231,,2020-10-29
wlmiONaPWhnH6Jiw,290033091,290033133,LBM BIO 29 SITE LESNEVEN,20 R ST ESPRIT 29260 LESNEVEN,drive,OUI,NON,-4.32115502991631,48.5748273648481,Sur place,Cas contacts liste CPAM/Tout public - sur ordonnance/Personnel soignant/Malades chroniques (ALD)/Femmes enceintes/Personnes en situation de handicap/Personnes en situation de précarité/Patients ayant été atteints par le COVID-19/Militaires/Tout public/Enfants 0-3 ans,,,Sur rendez-vous uniquement,0298833079,,2020-10-29
iETVQniGFGm2bE3z,290033091,290033158,LBM BIO 29 SITE MORLAIX,11 PL DU DOSSEN 29600 MORLAIX,,OUI,NON,-3.82550007894123,48.5761566450094,Sur place,Cas contacts liste CPAM/Tout public - sur ordonnance/Personnel soignant/Malades chroniques (ALD)/Femmes enceintes/Personnes en situation de handicap/Patients ayant été atteints par le COVID-19/Militaires/Enfants 0-3 ans,,,Sur rendez-vous uniquement,0298417655,,2020-10-29
KTr0nnnqOudZf57x,290033091,290034263,LBM BIO 29 SITE DAVID BREST,3 R DAVID 29200 BREST,,OUI,NON,-4.4700827282851,48.4090361674866,Sur place,Cas contacts liste CPAM/Tout public - sur ordonnance/Personnel soignant/Malades chroniques (ALD)/Femmes enceintes/Personnes en situation de handicap/Patients ayant été atteints par le COVID-19/Militaires/Enfants 0-3 ans,,,Sur rendez-vous uniquement,0298435864,,2020-10-29
apIIxK7VWDViw6LU,290033372,AUTRE,Parc des Expositions de Langolvas - MORLAIX,ZAC de Langolvas 29610 Garlan,"Le site de prélèvement se situe dans l'Amphithéatre, au RDC. Salle d'attente dans le hall d'accueil",OUI,NON,-3.78157,48.585817,Sur place,Tout public,du Lundi au Vendredi : 9h30-14h | Samedi et Dimanche : fermé,,Sans rendez-vous,,,2020-11-20
BjexnjiqnQkEF4ar,290033372,AUTRE,Salle municipale - PONT-AVEN,29 Rue Louis Lomenech 29930 Pont-Aven,Les prélèvements sont réalisés dans une salle dédiée de la salle municipale,OUI,NON,-3.744628,47.855162,Sur place,Tout public,du Lundi au Vendredi : 11h-13h30 | Samedi et Dimanche : fermé,,Sans rendez-vous,,,2020-11-20
r1BlMjSTCr47jfi1,290033372,AUTRE,Drive de la maison paroissiale - CALLAC,Impasse Sainte Anne 22160 Callac,Drive sur le parking de la maison paroissiale. Ordonnance obligatoire,OUI,NON,-3.429856,48.405216,Drive,Tout public,du Lundi au Samedi : 11h-12h | dimanche : fermé,,Sur rendez-vous uniquement,Le prescripteur communique le n° de téléphone du cabinet IDE intervenant ce jour,Se présenter obligatoirement avec une ordonnance,2020-11-20
oVqvAtSB6VyZNS5n,290033372,AUTRE,Cabinet infirmier Bel Air - TAULE,Rue de Bel Air 29670 Taulé,Les prélèvements sont réalisés dans une salle dédiée dans le cabinet,OUI,NON,-3.89072,48.601538,Sur place,Tout public,Mardi et Vendredi : 11h-12h30,,Sur rendez-vous uniquement,02 98 67 15 91,,2020-11-20
azN0MFMd6zI2PPEz,290033372,AUTRE,Drive de la maison des Associations - PLUGUFFAN,30 Rue de Pouldreuzic 29700 Pluguffan,Ouverture le 14 sept 2020. Drive sur le parking de la maison des Associations,OUI,NON,-4.182644,47.979675,Drive,Tout public,du Lundi au Vendredi : 13h30-14h30 | Samedi et Dimanche : fermé,,Sur rendez-vous uniquement,02 98 52 97 32 / 02 98 82 05 70 / 02 22 94 08 25,,2020-11-20
p2mnFZxxmPYUtPsF,290033372,AUTRE,Drive du centre de soins infirmiers - PONT L'ABBE,2 Enclos de Kerentrée 29120 Pont-l'Abbé,Drive sur le parking du centre de soins infirmiers,OUI,NON,-4.227791,47.865791,Drive,Tout public,du Lundi au Vendredi : 13h-14h | Samedi et Dimanche : pas de prélèvement covid,,Sans rendez-vous,,,2020-11-20
enTDxLYhCvysqG7b,290033372,AUTRE,Cabinet infirmier - PLOUGASNOU,4 Place du General Leclerc 29630 Plougasnou,Les prélèvements sont réalisés dans une salle dédiée dans le cabinet,OUI,NON,-3.792458,48.695634,Sur place,Tout public,du Lundi au Vendredi : 12h-12h30 | Samedi et Dimanche : pas de prélèvement covid,,Sur rendez-vous uniquement,02 98 67 34 89,,2020-11-20
hxJLMRZ6OSvudbKr,290033372,AUTRE,Centre de soins infirmiers - TAULE,1 bis Rue des Genêts 29670 Taulé,"Les prélèvements sont réalisés dans une salle dédiée dans le cabinet, avec une entrée distincte",OUI,NON,-3.898903,48.605513,Sur place,Tout public,"lundi, mardi, jeudi, vendredi : 11h-13h | mercredi : 12h-13h | samedi et dimanche : fermé",,Sur rendez-vous uniquement,02 98 67 14 83,,2020-11-20
kJ7I6fOjTH9wfrDS,290033372,AUTRE,Salle municipale - CLOHARS FOUESNANT,Bourg 29950 Clohars-Fouesnant,Les prélèvements sont réalisés dans la salle municipale.,OUI,NON,-4.064497,47.896893,Sur place,Tout public,Du lundi au vendredi : 9h-12h | samedi et dimanche : fermé,,Sans rendez-vous,,,2020-11-20
cmeRuOqV6zrrDXmM,290033372,AUTRE,Drive Plourin Bourg - PLOURIN LES MORLAIX,1 Rue Traverse 29600 Plourin-lès-Morlaix,Drive sur le parking du cabinet infirmier,OUI,NON,-3.788005,48.533519,Drive,Tout public,du Lundi au Vendredi : 11h-12h | Samedi et Dimanche : fermé,,Sur rendez-vous uniquement,06 19 42 96 89 / 02 98 72 60 32,,2020-11-20
IPs38lLafGU9LwzX,290033372,AUTRE,Drive Plourin Saint-Fiacre - PLOURIN LES MORLAIX,9 Rue Louis Bodélio 29600 Plourin-lès-Morlaix,Drive sur le parking du cabinet infirmier,OUI,NON,-3.827522,48.564358,Drive,Tout public,du Lundi au Vendredi : 15h-15h45 | Samedi : fermé | Dimanche : 15h-15h45,,Sur rendez-vous uniquement,06 80 92 69 29,,2020-11-20
tOv8lwvsRoSm3JSN,290033372,AUTRE,Drive de la maison médicale - PLOUGONVEN,2 Rue de la Montagne 29640 Plougonven,Drive sur le parking de la maison médicale,OUI,NON,-3.711877,48.520588,Drive,Tout public,Du Lundi au Vendredi : 16h-17h | Samedi : fermé | Dimanche : 16h-17h,,Sur rendez-vous uniquement,06 16 29 39 00 / 02 56 45 43 99,,2020-11-20
ZfEvMoAqotbVuBIS,290033372,AUTRE,Drive de la maison médicale - POULDREUZIC,23 Rue de la Mer 29710 Pouldreuzic,Drive sur le parking de la maison médicale,OUI,NON,-4.363615,47.95235,Drive,Tout public,Nouveaux horaires de prélèvement à partir du 02/11/2020 :  | Lundi : 13h-14h | Mercredi : 13h-14h | vendredi : 13h-14h | Samedi et Dimanche : fermé,,Sans rendez-vous,,,2020-11-20
uv7tsG15DCHYSOcp,290033372,AUTRE,Point de prélèvement de Keriolet - CONCARNEAU,Rue de Keriolet 29900 Concarneau,"17 rue de Keriolet, dans les anciens locaux magasins verts",OUI,NON,-3.902619,47.88868,Drive,Tout public,lundi : 13h00-14h30 | mardi : 13h00-14h30 | mercredi : 13h00-14h30 | jeudi : 13h00-14h30 | vendredi : 13h00-14h30 | samedi : Aucun prélèvement Covid | dimanche : fermé,,Sur rendez-vous uniquement,,https://www.doctolib.fr/laboratoire/concarneau/laboratoires-eurofins-concarneau,2020-11-20
g3R4rvR2OZLwKImW,290033372,AUTRE,Ancienne Maison des Associations - QUIMPER,Impasse de l'Odet 29000 Quimper,"53 Impasse de l'Odet, derrière la gare",OUI,NON,-4.095169,47.995446,Sur place,Tout public,du Lundi au Vendredi : 10h-16h30 | Samedi et Dimanche : fermé,,Sans rendez-vous,,,2020-11-20
OhryUcmKrwCKPjMy,290033372,220021539,LBM Eurofins Labazur Bretagne - GUINGAMP,18 R DU GENERAL DE GAULLE 22200 GUINGAMP,Se rendre sur le site 1-3 place de Verdun laboratoire Synlab exclusivement dédié aux prélèvements nasopharyngés,OUI,NON,-3.14805187490325,48.5634550982087,Sur place,Tout public,lundi : 9h45-11h50 et 14h-15h | mardi : 9h45-11h50  et 14h-15h | mercredi : 9h45-11h50  et 14h-15h | jeudi : 9h45-11h50  et 14h-15h | vendredi : 9h45-11h50  et 14h-15h | samedi : 9h45-11h50 | dimanche : fermé,,Sur rendez-vous uniquement,02 96 43 75 20,https://www.doctolib.fr/laboratoire/guingamp/laboratoires-eurofins-labazur-bretagne-guingamp,2020-11-20
NdF9snEcPAE6rTdM,290033372,220021554,LBM Eurofins Labazur Bretagne - PAIMPOL,30 AV DU GENERAL DE GAULLE 22500 PAIMPOL,,OUI,NON,-3.04651854317499,48.7772977219811,Sur place,Tout public,lundi : 12h30-13h45  | mardi : 12h30-13h45  | mercredi : 12h30-13h45  | jeudi : 12h30-13h45  | vendredi : 12h30-13h45  | samedi : Aucun prélèvement Covid | dimanche : fermé,,Sur rendez-vous uniquement,02 96 55 36 55,https://www.doctolib.fr/laboratoire/paimpol/laboratoires-eurofins-labazur-bretagne-paimpol,2020-11-20
xhZ3PaELEoqW0O7N,290033372,290032986,LBM Eurofins Labazur Bretagne - LANDERNEAU,16 QU DU LEON 29800 LANDERNEAU,"Chalet de prélèvement en face du laboratoire, sur les rives de l'Elorn",OUI,NON,-4.25068838155888,48.4499445195623,Sur place,Tout public,lundi : 9h-11h et 13h-15h | mardi : 9h-11h et 13h-15h | mercredi : 9h-11h et 13h-15h | jeudi : 9h-11h et 13h-15h | vendredi : 9h-11h et 13h-15h | samedi : 10h15-11h15 | dimanche : fermé,,Sur rendez-vous uniquement,02 98 85 03 64,https://www.doctolib.fr/laboratoire/landerneau/laboratoire-eurofins-labazur-site-de-landerneau,2020-11-20
8uwdLslhquLwTtjg,290033372,290032994,LBM Eurofins Labazur Bretagne - GUIPAVAS,139 R DE PARIS 29490 GUIPAVAS,Drive sur le parking du laboratoire,OUI,NON,-4.3912158627847,48.4357432004645,Drive,Tout public,lundi : 10h-11h | mardi : 10h-11h | mercredi : 10h-11h | jeudi : 10h-11h | vendredi : 10h-11h | samedi : Aucun prélèvement Covid | dimanche : fermé,,Sur rendez-vous uniquement,02 98 84 84 66,https://www.doctolib.fr/laboratoire/guipavas/eurofins-labazur-site-de-guipavas,2020-11-20
UxZgXahKZeKRmkX6,290033372,290033000,LBM Eurofins Labazur Bretagne - LANDIVISIAU,12 Avenue du Maréchal Foch 29400 Landivisiau,"Dans les anciens locaux de l'office du tourisme, en face du laboratoire",OUI,NON,-4.067688,48.511019,Sur place,Tout public,du Lundi au Vendredi : 10h30-12h00 | Samedi : 10h30-12h00 | dimanche : fermé,,Sur rendez-vous uniquement,02 98 68 15 66,https://www.doctolib.fr/laboratoire/landivisiau/laboratoire-eurofins-landivisiau,2020-11-20
nmbo4Un5JzU26HPk,290033372,290033018,LBM Eurofins Labazur Bretagne - SAINT-POL DE LEON,2 PL DU PARVIS 29250 ST POL DE LEON,,OUI,NON,-3.98725673846649,48.6848774496991,Sur place,Tout public,lundi : 14h-16h | mardi : 14h-16h | mercredi : 14h-16h | jeudi : 14h-16h | vendredi : 14h-16h | samedi : Aucun prélèvement Covid | dimanche : fermé,,Sur rendez-vous uniquement,02 98 69 13 55,Appeler après 10h pour rdv,2020-11-20
6LrwQZNuCIGoLOr4,290033372,290033059,LBM Eurofins Labazur Bretagne - BREST BELLEVUE,1 PL NAPOLEON III 29200 BREST,,OUI,NON,-4.10853867682412,47.9950642687377,Sur place,Tout public,lundi : 11h30-12h05 | mardi : 11h30-12h05 | mercredi : 11h30-12h05 | jeudi : 11h30-12h05 | vendredi : 11h30-12h05 | samedi : Aucun prélèvement Covid | dimanche : fermé,,Sur rendez-vous uniquement,02 57 23 02 47,Appeler après 10h pour rdv,2020-11-20
KuE672KAjYKFCNFl,290033372,290033075,LBM Eurofins Labazur Bretagne - CONCARNEAU,6 QU CARNOT 29900 CONCARNEAU,,OUI,NON,-3.9179183611399,47.8746577019894,Sur place,Tout public,lundi : 11h-12h | mardi : 11h-12h | mercredi : 11h-12h | jeudi : 11h-12h | vendredi : 11h-12h | samedi : Aucun prélèvement Covid | dimanche : fermé,,Sur rendez-vous uniquement,02 98 50 61 18,Appeler après 10h pour rdv,2020-11-20
cAU7rJxKszy7dkwv,290033372,290033083,LBM Eurofins Labazur Bretagne - PONT L'ABBE,Rue du Penquer 29120 Pont-l'Abbé,"Le centre de prélèvement se situe 12 rue du Penquer, dans les anciens locaux communaux",OUI,NON,-4.217762,47.865059,Sur place,Tout public,du Lundi au Vendredi : 9h-12h et 13h-16h | samedi et dimanche : fermé,,Sur rendez-vous uniquement,02 98 87 24 25,https://www.doctolib.fr/laboratoire/pont-l-abbe/laboratoires-eurofins-pont-l-abbe,2020-11-20
u7kssUuHCKKpofZP,290033372,290033380,LBM Eurofins Labazur Bretagne - CHATEAULIN,9 QU ROBERT ALBA 29150 CHATEAULIN,Bâtiment modulaire sur le parking,OUI,NON,-4.08967408924513,48.1983423944878,Sur place,Tout public,du Lundi au Vendredi : 12h-14h et 18h30-19h | Samedi : 12h-13h | dimanche : fermé,,Sur rendez-vous uniquement,02 98 86 22 00,https://www.doctolib.fr/laboratoire/chateaulin/eurofins-labazur-site-de-chateaulin,2020-11-20
JPnIlAQCKpTvPIya,290033372,290033455,LBM Eurofins Labazur Bretagne - DOUARNENEZ,4 R JEAN PEUZIAT 29100 DOUARNENEZ,Drive sur le parking du laboratoire,OUI,NON,-4.3124663341773,48.0856598562055,Drive,Tout public,lundi : 11h00-12h00 et 14h00-16h00 | mardi : 11h00-12h00 et 14h00-16h00 | mercredi : 11h00-12h00 et 14h00-16h00 | jeudi : 11h00-12h00 et 14h00-16h00 | vendredi : 11h00-12h00 et 14h00-16h00 | samedi : aucun prélèvement covid | dimanche : fermé,,Sur rendez-vous uniquement,02 98 92 04 76,https://www.doctolib.fr/laboratoire/douarenez/eurofins-labazur-site-de-douarenez,2020-11-20
iN9LfqWhqaxcTH6Z,290033372,290033463,LBM Eurofins Labazur Bretagne - PONT CROIX,LOT DE LANEON 29790 PONT CROIX,,OUI,NON,-4.49690549605002,48.0425097164397,Sur place,Tout public,lundi : 10h00-11h00 | mardi : 10h00-11h00 | mercredi : 10h00-11h00 | jeudi : 10h00-11h00 | vendredi : 10h00-11h00 | samedi : Aucun prélèvement Covid | dimanche : fermé,,Sur rendez-vous uniquement,02 98 70 45 11,https://www.doctolib.fr/laboratoire/pont-croix/eurofins-labazur-site-de-pont-croix,2020-11-20
4AxekRH3RlRkXJD4,290033372,290033505,LBM Eurofins Labazur Bretagne - CARHAIX,7 R RAYMOND POINCARE 29270 CARHAIX PLOUGUER,,OUI,NON,-3.56817037052289,48.2779741857484,Sur place,Tout public,lundi : 12h00-13h00 et 17h00-17h50 | mardi : 12h00-13h00 et 17h00-17h50 | mercredi : 12h00-13h00 et 17h00-17h50 | jeudi : 12h00-13h00 et 17h00-17h50 | vendredi : 12h00-13h00 et 17h00-17h50 | samedi : 11h30-12h30 | dimanche : fermé,,Sur rendez-vous uniquement,02 98 93 00 96,https://www.doctolib.fr/laboratoire/carhaix/laboratoires-eurofins-labazur-bretagne-carhaix,2020-11-20
nmxkGzQfxyHZssTG,290033372,290033513,LBM Eurofins Labazur Bretagne - CHATEAUNEUF DU FAOU,22 R TRISTAN CORBIERE 29520 CHATEAUNEUF DU FAOU,,OUI,NON,-3.81387307562288,48.1886576348274,Sur place,Tout public,lundi : 11h10-12h00 | mardi : 11h10-12h00 | mercredi : 11h10-12h00 | jeudi : 11h10-12h00 | vendredi : 11h10-12h00 | samedi : Aucun prélèvement Covid | dimanche : fermé,,Sur rendez-vous uniquement,02 98 73 44 20,https://www.doctolib.fr/laboratoire/chateauneuf-du-faou/eurofins-labazur-site-de-chateauneuf-du-faou,2020-11-20
RPDnh20bE9BhBMCn,290033372,290033521,LBM Eurofins Labazur Bretagne - CROZON,7 R DE LA GARE 29160 CROZON,,OUI,NON,-4.49193567095885,48.24776510136,Sur place,Tout public,lundi : 11h10-12h15 | mardi : 11h10-12h15 | mercredi : 11h10-12h15 | jeudi : 11h10-12h15 | vendredi : 11h10-12h15 | samedi : Aucun prélèvement Covid | dimanche : fermé,,Sur rendez-vous uniquement,02 98 27 06 18,https://www.doctolib.fr/laboratoire/crozon/eurofins-labazur-site-de-crozon,2020-11-20
8MC1xsEpJ8rXLV82,290033372,290033604,LBM Eurofins Labazur Bretagne - FOUESNANT,7 ESPA KERNEVELECK 29170 FOUESNANT,,OUI,NON,-4.01361866683572,47.8900233015631,Sur place,Tout public,lundi : 11h00-12h00 et 14h30-15h45 | mardi : 11h00-12h00 et 14h30-15h45 | mercredi : 11h00-12h00 et 14h30-15h45 | jeudi : 11h00-12h00 et 14h30-15h45 | vendredi : 11h00-12h00 et 14h30-15h45 | samedi : 11h00-12h00 | dimanche : fermé,,Sur rendez-vous uniquement,02 98 56 05 04,https://www.doctolib.fr/laboratoire/fouesnant/laboratoire-eurofins-labazur-site-de-fouesnant,2020-11-20
XwB74z9APhMirYtK,290033372,290033612,LBM Eurofins Labazur Bretagne - ROSPORDEN,2 R DU DOCTEUR CALMETTE 29140 ROSPORDEN,,OUI,NON,-3.82801620056755,47.9593472386961,Sur place,Tout public,lundi : 11h00-12h30 et 14h00-16h00 | mardi : 11h00-12h30 et 14h00-16h00 | mercredi : 11h00-12h30 et 14h00-16h00 | jeudi : 11h00-12h30 et 14h00-16h00 | vendredi : 11h00-12h30 et 14h00-16h00 | samedi : Aucun prélèvement Covid | dimanche : fermé,,Sur rendez-vous uniquement,02 98 59 20 45,https://www.doctolib.fr/laboratoire/rosporden/laboratoires-eurofins-labazur-bretagne-rosporden,2020-11-20
QJeJZp9xdVs23Ms5,290033372,290033752,LBM Eurofins Labazur Bretagne - PLOUGASTEL,PL JEAN FOURNIER 29470 PLOUGASTEL DAOULAS,Algéco devant le laboratoire,OUI,NON,-4.36982298607449,48.373504643315,Sur place,Tout public,du Lundi au Vendredi : 9h-10h et 14h-15h30 | Samedi : 9h-10h | dimanche : fermé,du Lundi au Vendredi : 9h-10h | Samedi : 9h-10h | dimanche : fermé,Sur rendez-vous uniquement,02 98 40 29 30,https://www.doctolib.fr/laboratoire/plougastel/laboratoire-eurofins-plougastel-daoulas,2020-11-20
EbXc6zWahGnskBHb,290033372,290033760,LBM Eurofins Labazur Bretagne - LE RELECQ KERHUON,Rue Vincent Jézéquel 29480 Le Relecq-Kerhuon,"Prélèvement à l'Astrolabe, salle La Pérouse",OUI,NON,-4.393477,48.406461,Sur place,Tout public,du Lundi au Vendredi : 9h-15h | Samedi : 9h-12h | dimanche : fermé,,Avec ou sans rendez-vous,02 98 28 04 76,https://www.doctolib.fr/laboratoire/le-relecq-kerhuon/eurofins-labazur-le-relecq-kerhuon,2020-11-20
1FoVj30GLoxEcyZr,290033372,290033778,LBM Eurofins Labazur Bretagne - BREST SAINT MARC,10 R LA BRUYERE 29200 BREST,,OUI,NON,-4.45422711055808,48.3978749857909,Sur place,Tout public,lundi : 11h00-12h00 | mardi : 11h00-12h00 | mercredi : 11h00-12h00 | jeudi : 11h00-12h00 | vendredi : 11h00-12h00 | samedi : Aucun prélèvement Covid | dimanche : fermé,,Sur rendez-vous uniquement,02 29 61 20 28,https://www.doctolib.fr/laboratoire/brest/eurofins-labazur-site-de-brest-saint-marc,2020-11-20
A3qoxYuCfz72Frs5,290033372,290033851,LBM Eurofins Labazur Bretagne - MORLAIX LANGOLVAS,29 Rue Paul Cézanne 29600 Morlaix,"Le centre de prélèvement se situe au Parc des Expositions de Langolvas, ZA de Langolvas, 29610 Garlan. Dans l'Amphithéâtre, au RDC. Salle d'attente dans le hall d'accueil",OUI,NON,-3.823322,48.591172,Sur place,Tout public,du Lundi au Vendredi : 9h30-14h | Samedi et Dimanche : fermé,,Sans rendez-vous,02 98 88 16 77,,2020-11-20
hj5k02xFbNzshXUM,290033372,290034271,LBM Eurofins Labazur Bretagne - BREST AIGUILLON,27 R D'AIGUILLON 29200 BREST,,OUI,NON,-4.48960239331762,48.3862999788219,Sur place,Tout public,lundi : 11h45-12h20 et 14h00-17h05 | mardi : 11h45-12h20 et 14h00-17h05 | mercredi : 11h45-12h20 et 14h00-17h05 | jeudi : 11h45-12h20 et 14h00-17h05 | vendredi : 11h45-12h20 et 14h00-17h05 | samedi : Aucun prélèvement Covid | dimanche : fermé,,Sur rendez-vous uniquement,02 98 44 24 35,https://www.doctolib.fr/laboratoire/brest/eurofins-labazur-site-de-brest-aiguillon,2020-11-20
uMiGP5JsPH855rOi,290033372,560025413,LBM Eurofins Labazur Bretagne - GOURIN,R DE CARHAIX 56110 GOURIN,"Accès à la salle de prélèvement par l'extérieur, sans passer par l'accueil",OUI,NON,-3.6039791151319,48.1481349254957,Sur place,Tout public,lundi : 10h50-11h40 | mardi : 10h50-11h40 | mercredi : 10h50-11h40 | jeudi : 10h50-11h40 | vendredi : 10h50-11h40 | samedi : Aucun prélèvement Covid | dimanche : fermé,,Sur rendez-vous uniquement,02 97 23 65 55,https://www.doctolib.fr/laboratoire/gourin/eurofins-labazur-site-de-gourin,2020-11-20
KpHuupY48ovQVYu9,2A0000014,2A0000022,CH ND LA MISERICORDE,27 AV IMPERATRICE EUGENIE 20184 AJACCIO CEDEX 1,,OUI,NON,8.73514085024388,41.9229929233379,Sur place,Tout public,lundi : 8h30 - 12h30 / 13h30 - 15h30 | mardi : 8h30 - 12h30 / 13h30 - 15h30 | mercredi : 8h30 - 12h30 / 13h30 - 15h30 | jeudi : 8h30 - 12h30 / 13h30 - 15h30 | vendredi : 8h30 - 12h30 / 13h30 - 15h30 | samedi : 8h30-12h00 |,,Sur rendez-vous uniquement,0495299005,,2020-10-29
xWJMs0as5dFOKHHK,2A0003349,2A0003364,LBM CCF-SITE CANDIA MADONUCCIA,AV NOEL FRANCHINI 20000 AJACCIO,Drive,OUI,NON,8.75361564189855,41.9351564975876,Sur place,Tout public,lundi : 11h00-13h00 | mardi : 11h00-13h00 | mercredi : 11h00-13h00 | jeudi : 11h00-13h00 | vendredi : 11h00-13h00 | samedi : 9h30-11h00 | dimanche : Urgences sur rdv,,Sur rendez-vous uniquement,0495236550,doctolib ou par téléphone,2020-10-29
dNcV5xtIWCf5SxbP,2A0003349,2A0003406,LBM CCF - SITE LA GRAVONA SARROLA CARC,RPT DE BALEONE 20167 SARROLA CARCOPINO,Drive,OUI,NON,8.80572591423391,41.9540391707208,Sur place,Tout public,lundi : 11h00-12h30 | mardi : 11h00-12h30 | mercredi : 11h00-12h30 | jeudi : 11h00-12h30 | vendredi : 11h00-12h30,,Sur rendez-vous uniquement,0495500909,doctolib ou par téléphone,2020-10-29
DsEboypKpDctxtkE,2A0003349,2B0004980,LBM CCF - SITE ILE ROUSSE,37 LOT LES MOULINS A VENT 20220 L ILE ROUSSE,,OUI,NON,8.93701855725351,42.6365637371428,Sur place,Tout public,lundi : 17h00-18h00 | mardi : 17h00-18h00 | mercredi : 17h00-18h00 | jeudi : 17h00-18h00 | vendredi : 17h00-18h00 | samedi : fermé | dimanche : fermé,,Sur rendez-vous uniquement,0495600408,doctolib ou par téléphone,2020-10-29
TZSkaW3SkgrXknDD,2A0003570,2A0003588,LBM 2A-2B / SITE PV LES QUATRE PORTES,QUATRE PORTES BATIMENT H 20137 PORTO VECCHIO,,OUI,NON,9.27536845207215,41.5993299675219,Sur place,Tout public,lundi : 8h00-12h00 et 14h00-19h00 | mardi : 8h00-12h00 et 14h00-19h00 | mercredi : 8h00-12h00 et 14h00-19h00 | jeudi : 8h00-12h00 et 14h00-19h00 | vendredi : 8h00-12h00 et 14h00-19h00 | samedi : 8h00-12h00 | dimanche : fermé,,Sur rendez-vous uniquement,0495720460,Appel téléphonique,2020-10-29
Ryl5gA47NxIUb6F0,2A0003570,2A0003604,LBM 2A-2B / SITE DE PROPRIANO,33 R DU GENERAL DE GAULLE 20110 PROPRIANO,,OUI,NON,8.9064940969983,41.6737360055353,Sur place,Tout public,lundi : 8h00-12h00 et 14h00-19h00 | mardi : 8h00-12h00 et 14h00-19h00 | mercredi : 8h00-12h00 et 14h00-19h00 | jeudi : 8h00-12h00 et 14h00-19h00 | vendredi : 8h00-12h00 et 14h00-19h00 | samedi : 8h00-12h00 | dimanche : fermé,,Sur rendez-vous uniquement,0495761066,Sur appel,2020-10-29
