finess_et;finess_ej;raison_sociale;raison_sociale_entite_juridique;adresse_administrative_1;adresse_administrative_2;adresse_complete;complement_adresse;num_dept;dept;cp_ville;num_tel;num_fax;num_cat;categorie_de_l_etablissement;num_type;type_etablissement;num_siret;code_ape;code_tarif;lib_tarification;date_ouverture;lat;lng;wgs84
950032532;270027212;LBM SELAS CBSV SITE MAGNY EN VEXIN;;LBM LE BOETE;;32 R CARNOT;;95;VAL D'OISE;95420 MAGNY EN VEXIN;01 34 67 11 11;01 34 67 35 50;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2012-06-12;49.1550446;1.7859064;49.1550446,1.7859064
770018620;770018604;LBM DES ORMEAUX;LABORATOIRE DE BIOLOGIE MEDICALE BIO + DE MONTEREAU FAULT;LABORATOIRE DE BIOLOGIE MEDICALE;;1 CHE DES ORMEAUX;;77;SEINE-ET-MARNE;77130 MONTEREAU FAULT YONNE;;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;99;Indéterminé;2010-12-30;48.3983125;2.9513287;48.3983125,2.9513287
910002971;910002963;LAM JEAN-JACQUES TABATH;;;;33 R DE LA PAPETERIE;;91;ESSONNE;91610 BALLANCOURT SUR ESSONNE;01 64 93 23 76;01 64 93 23 51;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;38421655200016;;1;Etablissement Tarif Libre;2057-11-29;48.5279494;2.3720266;48.5279494,2.3720266
770019156;770003127;LBM BIO-VSM LAB SAVIGNY LE TEMPLE;;;;73 R LEON BLUM;;77;SEINE-ET-MARNE;77176 SAVIGNY LE TEMPLE;01 64 10 80 80;01 64 10 78 97;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;99;Indéterminé;2011-07-11;48.5966089;2.581447;48.5966089,2.581447
770018893;770018406;LBM ARMAINVILLIERS GUIGNES;;;;12 R SAINT NICOLAS;;77;SEINE-ET-MARNE;77390 GUIGNES;;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;99;Indéterminé;2011-04-26;48.637212;2.799551;48.637212,2.799551
910003953;910003946;LABM MISCOPEIN;;;;9 R EUGENE MOUTARD MARTIN;;91;ESSONNE;91460 MARCOUSSIS;01 64 49 04 72;01 69 80 81 93;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;39084962800016;8690B;1;Etablissement Tarif Libre;1992-10-13;48.6422516;2.2292635;48.6422516,2.2292635
910020338;910020304;LBM SELARL GERARD RIS ORANGIS;LABORATOIRE DE BIOLOGIE MÉDICALE SITE RIS ORANGIS;;;8 R DU CLOS;;91;ESSONNE;91130 RIS ORANGIS;01 69 43 10 75;01 69 43 04 10;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;39477022600022;;1;Etablissement Tarif Libre;2012-02-24;48.656829;2.4053238;48.656829,2.4053238
910019819;910019801;LBM SOMMEVILLE QUINCY SOUS SENART;LABORATOIRE DE BIOLOGIE MEDICALE;;;4 R DE BRUNOY;;91;ESSONNE;91480 QUINCY SOUS SENART;01 69 00 88 52;01 69 00 30 20;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;33394045000054;;1;Etablissement Tarif Libre;2011-07-19;48.6745;2.5341877;48.6745,2.5341877
910020635;910020619;LBM GSY CHEVRY GIF SUR YVETTE;LABORATOIRE DE BIOLOGIE MEDICALE;;;10 PL DE CHEVRY;;91;ESSONNE;91190 GIF SUR YVETTE;01 60 12 51 99;01 60 12 46 07;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;40085421200026;;1;Etablissement Tarif Libre;2012-05-11;48.6887186;2.1166231;48.6887186,2.1166231
910003391;920026036;LABM SELARL BIOKAD;;;;6 AV DU 8 MAI 1945;;91;ESSONNE;91860 EPINAY SOUS SENART;01 60 46 74 35;01 60 47 22 99;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;;8690B;1;Etablissement Tarif Libre;1988-01-10;48.6971009;2.5172752;48.6971009,2.5172752
910003235;910003227;LABM GUICHEN;;;;42 R FRANCOIS MOUTHON;;91;ESSONNE;91380 CHILLY MAZARIN;01 69 09 67 03;;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;43792239600019;8690B;1;Etablissement Tarif Libre;1994-08-29;48.7040136;2.3172075;48.7040136,2.3172075
910019520;940018898;LBM BIO PATH MONTGERON;LABORATOIRE DE BIOLOGIE MEDICALE BIO PATH MONTGERON;;;87 AV DE LA REPUBLIQUE;;91;ESSONNE;91230 MONTGERON;01 69 03 17 30;01 69 83 08 82;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;8690B;99;Indéterminé;2010-07-09;48.7054781;2.4584655;48.7054781,2.4584655
910020197;910019777;LBM BIOLABOPLUS MASSY;LABORATOIRE DE BIOLOGIE MEDICALE;SITE PRÉ ET POST ANALYTIQUE;;53 AV CARNOT;;91;ESSONNE;91300 MASSY;01 60 11 25 28;01 69 81 75 53;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;97220341800058;;1;Etablissement Tarif Libre;2011-09-30;48.7235272;2.2593106;48.7235272,2.2593106
910019660;910020403;LBM NOVESCIA PARIS SUD SITE WISSOUS;LABORATOIRE DE BIOLOGIE MEDICALE- SITE PRINCIPAL;;ZAC DU PEROU IMMEUBLE LE PELICAN;3 R JEANNE GARNERIN;;91;ESSONNE;91320 WISSOUS;;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;39067550200202;8690B;1;Etablissement Tarif Libre;2012-06-25;48.7285154;2.3101806;48.7285154,2.3101806
940021025;940018039;LBM LCV-CENTRE VILLE VILLENEUVE;;;;86 R DU GÉNÉRAL DE GAULLE;;94;VAL DE MARNE;94290 VILLENEUVE LE ROI;01 45 97 51 08;01 45 97 16 66;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;99;Indéterminé;2012-01-06;48.7349808;2.418449;48.7349808,2.418449
940019698;940019599;LBM BIO EPINE SITE VILLENEUVE;LABORATOIRE DE BIOLOGIE MEDICALE BIO EPINE SITE VILLENEUVE;;;3 PL CHARLEMAGNE;;94;VAL DE MARNE;94290 VILLENEUVE LE ROI;01 45 97 17 56;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2011-01-07;48.7380596;2.4238609;48.7380596,2.4238609
770018430;770018406;LBM ARMAINVILLIERS TOURNAN EN BRIE;LABORATOIRE DE BIOLOGIE MEDICALE DE TOURNAN EN BRIE;MADAME TABELLA CHRISTELLE;;13 R DE PARIS;;77;SEINE-ET-MARNE;77220 TOURNAN EN BRIE;;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;99;Indéterminé;2010-10-18;48.7401329;2.7646428;48.7401329,2.7646428
940004591;940004583;LABM CRUCQ;;;;21 R DU COLONEL FABIEN;;94;VAL DE MARNE;94460 VALENTON;01 43 82 20 40;01 43 82 63 83;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;32822916600025;8690B;99;Indéterminé;1997-01-01;48.745999;2.4686363;48.745999,2.4686363
920026788;920027695;LBM SELAS FRIBOURG SITE LECLERC;LABORATOIRE DE BIOLOGIE MEDICALE SELAS FRIBOURG;LBM JACQUEY-HAFFNER;;39 AV DE LA DIVISION LECLERC;;92;HAUTS-DE-SEINE;92160 ANTONY;01 40 96 88 11;01 40 96 93 36;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2011-12-30;48.7507271;2.3046768;48.7507271,2.3046768
940019979;940019938;LBM BIO SANTE;;;;39 R EMILE ZOLA;;94;VAL DE MARNE;94260 FRESNES;01 43 50 93 62;01 46 60 58 99;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2011-01-09;48.7619229;2.3265714;48.7619229,2.3265714
940020910;940019599;LBM BIO EPINE SITE VICTOR HUGO;;;;25 AV VICTOR HUGO;;94;VAL DE MARNE;94600 CHOISY LE ROI;01 48 92 14 15;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2012-03-30;48.7673542;2.4154927;48.7673542,2.4154927
780003380;780003372;LABM SUD CANAL;;;;1 PL ETIENNE MARCEL;;78;YVELINES;78180 MONTIGNY LE BRETONNEUX;01 30 57 92 92;01 30 44 26 32;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;38472881200015;8690B;1;Etablissement Tarif Libre;1992-05-05;48.7806336;2.0423469;48.7806336,2.0423469
780021499;780003513;LBM DE MONTIGNY;;;;3 R JOEL LETHEULE;;78;YVELINES;78180 MONTIGNY LE BRETONNEUX;01 30 64 44 88;01 30 64 84 52;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;99;Indéterminé;2011-11-07;48.7859499;2.0437008;48.7859499,2.0437008
940018088;940018039;LBM LCV-CENTRE VILLE REPUBLIQUE;LABORATOIRE LCV DE CENTRE VILLE;;;3 AV DE LA REPUBLIQUE;;94;VAL DE MARNE;94800 VILLEJUIF;01 46 78 00 89;01 46 78 03 08;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;39397563600019;;99;Indéterminé;2011-01-06;48.7884823;2.3660931;48.7884823,2.3660931
940020977;940020746;LBM GS BIO;;;;20 R PAUL DEROULEDE;;94;VAL DE MARNE;94100 ST MAUR DES FOSSES;01 48 83 07 34;01 48 83 77 35;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;99;Indéterminé;2012-01-06;48.7892201;2.4822939;48.7892201,2.4822939
940015498;750047169;LABORATOIRE BENHAMOU;;;CTRE CIAL DE L ECHAT;AV DU GAL DE GAULLE;;94;VAL DE MARNE;94000 CRETEIL;01 83 64 08 44;01 49 56 90 75;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;51786861800029;8690B;99;Indéterminé;2009-02-11;48.7918764;2.4463345;48.7918764,2.4463345
920026432;750052086;LBM SELAS ANA11 SITE BAGNEUX;;;;7 R SALVADOR ALLENDE;;92;HAUTS-DE-SEINE;92220 BAGNEUX;;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2011-03-06;48.794935;2.3015706;48.794935,2.3015706
780022190;780022174;LBM VERSAILLES NOAILLES;;;;27B R DE NOAILLES;;78;YVELINES;78000 VERSAILLES;01 39 50 19 65;01 39 51 90 07;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;99;Indéterminé;2013-02-26;48.7979116;2.1344832;48.7979116,2.1344832
940021199;750050718;LBM CEF SITE VITRY;;²;;36 AV PAUL VAILLANT COUTURIER;;94;VAL DE MARNE;94400 VITRY SUR SEINE;01 46 80 67 44;01 46 81 93 78;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2012-07-08;48.7982031;2.3998764;48.7982031,2.3998764
940004096;750048985;LBM SELARL ZANA SITE HUGO;;;;33 R VICTOR HUGO;;94;VAL DE MARNE;94700 MAISONS ALFORT;01 43 76 30 85;01 43 78 02 64;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2010-12-28;48.800266;2.4363924;48.800266,2.4363924
780020939;780020855;LBM BIOSYNERGIE G.PERI;LBM BIOSYNERGIE GABRIEL PERI;;;40 R GABRIEL PERI;;78;YVELINES;78210 ST CYR L ECOLE;01 34 60 05 75;01 34 60 06 18;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;99;Indéterminé;2010-12-31;48.80392;2.0583602;48.80392,2.0583602
780020897;780020855;LBM BIOSYNERGIE HOCHE;;;;15 R HOCHE;;78;YVELINES;78000 VERSAILLES;01 39 50 78 25;01 39 50 64 80;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;99;Indéterminé;2010-12-31;48.8067944;2.128153;48.8067944,2.128153
920005477;920007028;LABM SELARL CROIX-RENOUARD;;LABM CROIX-RENOUARD;;5B R DE L'ORANGERIE;;92;HAUTS-DE-SEINE;92190 MEUDON;01 45 34 14 70;;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;45273611900010;8690B;1;Etablissement Tarif Libre;1974-11-15;48.8090181;2.237594;48.8090181,2.237594
920005576;920005550;LABM SICSIC-BIBAS;;;;207 AV PIERRE BROSSOLETTE;;92;HAUTS-DE-SEINE;92120 MONTROUGE;01 42 53 43 70;01 46 55 46 99;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;43243605300016;8690B;99;Indéterminé;1992-01-07;48.8127012;2.3015664;48.8127012,2.3015664
940020159;940020118;LBM COHEN ZACCARINI;;;;63 AV DU GENERAL LECLERC;;94;VAL DE MARNE;94700 MAISONS ALFORT;01 43 68 59 87;01 45 18 90 26;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;99;Indéterminé;2011-08-09;48.8132377;2.4269612;48.8132377,2.4269612
750042178;750720476;LABM DE L IMM SITE JOURDAN;LABM DE L INSTITUT MUTUALISTE MONTSOURIS-SITE JOURDAN;;;42 BD JOURDAN;;75;PARIS;75014 PARIS;01 56 61 62 63;;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;44357773900081;8690B;1;Etablissement Tarif Libre;2051-07-19;48.8218125;2.3325274;48.8218125,2.3325274
750006470;750006462;LABORATOIRE ANALYSES MEDICALES  VOUILL;LABORATOIRE ANALYSESE MEDCIALES VOUILLE;;;20 R DE VOUILLE;;75;PARIS;75015 PARIS;01 45 31 55 20;;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;35386064600028;;1;Etablissement Tarif Libre;1994-01-01;48.8348242;2.3047623;48.8348242,2.3047623
940002926;750004848;LABM SUSINI DE LUCA;;;;25 GR CHARLES DE GAULLE;;94;VAL DE MARNE;94360 BRY SUR MARNE;01 48 81 00 07;;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;30844828100011;;99;Indéterminé;2063-08-07;48.8370051;2.5207327;48.8370051,2.5207327
750052102;750052086;LBM SELAS ANA11 SITE CHARENTON;;;;252 R DE CHARENTON;;75;PARIS;75012 PARIS;01 43 44 51 94;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;38963022900034;;1;Etablissement Tarif Libre;2012-09-24;48.8376822;2.3906089;48.8376822,2.3906089
940018989;940018898;LBM BIO PATH BRY S/MARNE;LABORATOIRE DE BIOLOGIE MEDICALE BIO PATH SITE BRY S/MARNE;;;6 AV DES FRERES LUMIERE;;94;VAL DE MARNE;94360 BRY SUR MARNE;;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;8690B;99;Indéterminé;2011-07-07;48.8384083;2.5361492;48.8384083,2.5361492
750052490;750050536;LBM SELAS CBCV SITE CHARLES TELLIER;;;;12 R CHARLES TELLIER;;75;PARIS;75016 PARIS;01 46 47 81 75;01 40 50 74 51;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2012-11-30;48.8387278;2.2617599;48.8387278,2.2617599
750004152;750004145;LABM DE MOUY ET BAUD;;;;39 R CLAUDE BERNARD;;75;PARIS;75005 PARIS;01 43 31 80 34;01 47 07 71 69;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;72202946900011;;1;Etablissement Tarif Libre;1972-01-05;48.8399647;2.3468139;48.8399647,2.3468139
920004702;920004694;LABM BERREBBI;;;;55 BD JEAN JAURES;;92;HAUTS-DE-SEINE;92100 BOULOGNE BILLANCOURT;01 46 05 93 71;01 49 09 03 65;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;78530571500027;;99;Indéterminé;1994-11-15;48.8401251;2.239988;48.8401251,2.239988
750049314;750048423;LBM JAVEL;LABORATOIRE DE BIOLOGIE MEDICALE BIOQUINZE SITE JAVEL;;;62 R DE JAVEL;1-3 RUE DES BERGERS;75;PARIS;75015 PARIS;01 80 27 02 77;01 40 59 48 36;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2010-10-11;48.8451232;2.2830802;48.8451232,2.2830802
750037723;750823338;LABM INTS;;;;6 R ALEXANDRE CABANEL;;75;PARIS;75015 PARIS;01 43 06 70 00;;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;18003613900012;;99;Indéterminé;1997-01-01;48.8488629;2.3020191;48.8488629,2.3020191
750048498;750006728;LBM DE L'HOPITAL DE LA CROIX ST SIMON;;;125 RUE D AVRON;18 R DE LA CROIX SAINT SIMON;;75;PARIS;75020 PARIS;;;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2051-05-04;48.8542754;2.4078321;48.8542754,2.4078321
750005225;750005217;LABM;;;;161 BD VOLTAIRE;;75;PARIS;75011 PARIS;01 43 72 96 66;01 43 79 08 82;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;50985190300021;8690B;1;Etablissement Tarif Libre;2009-02-07;48.8549188;2.384971;48.8549188,2.384971
770018455;770018406;LBM ARMAINVILLIERS SERRIS;LABORATOIRE DE BIOLOGIE MEDICALE DE SERRIS  MR JANNET MARCEL;MR JANNET MARCEL;;14 CRS DE DANUBE;;77;SEINE-ET-MARNE;77700 SERRIS;;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;99;Indéterminé;2010-10-18;48.8566399;2.7809358;48.8566399,2.7809358
930002621;930002613;LABM  BOKOBZA;;M. BOKOBZA PHILIPPE;;30 R DE PARIS;;93;SEINE-SAINT-DENIS;93100 MONTREUIL;01 42 87 21 11;01 48 59 47 63;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;38841454200026;;1;Etablissement Tarif Libre;1980-08-14;48.8579776;2.4347524;48.8579776,2.4347524
930023668;930023650;LBM NG BIO SITE RESISTANCE;LABORATOIRE BIO MÉDICALE SELARL NG BIO;;01/12/16;12 AV DE LA RESISTANCE;;93;SEINE-SAINT-DENIS;93100 MONTREUIL;01 48 58 70 82;01 48 58 98 81;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2011-05-30;48.8590866;2.4369266;48.8590866,2.4369266
930023676;930023650;LBM NG BIO SITE ROUGET DE L'ISLE;LABORATOIRE BIO MÉDICALE SELARL NG BIO;;;38 BD ROUGET DE L'ISLE;;93;SEINE-SAINT-DENIS;93100 MONTREUIL;01 42 87 49 71;01 48 57 46 12;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2011-05-30;48.860054;2.4390156;48.860054,2.4390156
920027661;920026564;LBM BIO PARIS OUEST BOUGAINVILLIERS;LBM SEL BIO PARIS OUEST SITE BOUGAINVILLIERS;;;6 CRS DES BOUGAINVILLIERS;;92;HAUTS-DE-SEINE;92500 RUEIL MALMAISON;01 47 51 78 01;01 47 52 13 51;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2012-06-07;48.8622456;2.1936175;48.8622456,2.1936175
750037491;750037483;LABM CTRE MED ENTREPRISES;;TRAVAILLANT À L'EXTERIEUR;;10 R DU COLONEL DRIANT;;75;PARIS;75001 PARIS;01 53 45 86 80;01 53 45 86 87;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;30297874700012;;1;Etablissement Tarif Libre;1997-01-01;48.863408;2.3403843;48.863408,2.3403843
750048548;930023270;LBM SITE PYRÉNÉES;LABORATOIRE DE BIOLOGIE MEDICALE CHAOUAT HEURZEAU BIEDER;LBM;;200 R DES PYRENEES;;75;PARIS;75020 PARIS;;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2010-06-30;48.864064;2.3991514;48.864064,2.3991514
750048621;930023296;LBM LABORATOIRE CLEMENT PARIS 16;LABORATOIRE BIO MEDICALE SELARL LABORATOIRE CLEMENT;;;17 AV D'EYLAU;;75;PARIS;75016 PARIS;;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2010-01-07;48.8643653;2.2848408;48.8643653,2.2848408
750005126;750005100;LABM SAADA;;;;32 BD DU TEMPLE;;75;PARIS;75011 PARIS;01 47 00 84 30;01 43 38 17 37;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;35105329300020;;1;Etablissement Tarif Libre;2065-06-28;48.8651226;2.3657472;48.8651226,2.3657472
750006744;750006736;LABM COHEN;;;;187 AV VICTOR HUGO;;75;PARIS;75016 PARIS;01 47 55 81 40;;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;39306654300025;;1;Etablissement Tarif Libre;1995-02-16;48.8656149;2.2760699;48.8656149,2.2760699
780017471;780017463;LABM MOORE;;;;1 AV DE LA DRIONNE;;78;YVELINES;78380 BOUGIVAL;01 39 18 06 63;01 30 82 48 08;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;41871023200012;8690B;1;Etablissement Tarif Libre;1998-04-20;48.8661569;2.1376799;48.8661569,2.1376799
750004830;750004822;LABM DROUOT;;;;21 R DROUOT;;75;PARIS;75009 PARIS;01 45 23 10 45;01 47 70 77 79;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;31642567700010;;1;Etablissement Tarif Libre;1970-06-16;48.8740943;2.3407032;48.8740943,2.3407032
770018588;770018570;LBM BIOAL CHELLES;LABORATOIRE DE BIOLOGIE MEDICALE BIOAL CHELLES - DR RAMO;RESPONSABLE : DOCTEUR RAMO ALAIN;(MEDECIN-BIOLOGISTE);68 AV DE LA RESISTANCE;;77;SEINE-ET-MARNE;77500 CHELLES;01 60 08 08 52;01 60 08 33 55;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;40427400300015;;1;Etablissement Tarif Libre;2010-03-11;48.874855;2.5820576;48.874855,2.5820576
750004996;750004970;LABM DEVILAINE GUIRAO;;;;88 BD MAGENTA;;75;PARIS;75010 PARIS;01 40 35 99 88;01 42 09 89 26;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;35056858000020;;1;Etablissement Tarif Libre;2062-01-25;48.8768876;2.355782;48.8768876,2.355782
750051161;750050536;LBM SELAS CBCV SITE PLACE DES FETES;SELAS CENTRE BIOLOGIQUE DU CHEMIN VERT;;;9 PL DES FETES;;75;PARIS;75019 PARIS;01 42 00 53 34;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2012-03-27;48.877552;2.3937085;48.877552,2.3937085
920026721;920026564;LBM SEL BIO PARIS OUEST SITE WALLACE;LABORATOIRE DE BIO MEDICALE SELARL SEL BIO PARIS OUEST;;;59 BD RICHARD WALLACE;;92;HAUTS-DE-SEINE;92800 PUTEAUX;;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2010-01-10;48.8812645;2.2368526;48.8812645,2.2368526
750049082;750049066;LBM SITE MOSCOU;LABORATOIRE DE BIOLOGIE MEDICALE LA SCALA SITE MOSCOU;;;31 R DE MOSCOU;;75;PARIS;75008 PARIS;01 43 87 36 23;01 45 22 79 27;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2010-08-30;48.8816679;2.3226585;48.8816679,2.3226585
750049355;750048456;LBM LAVERNE SITE PETERSBOURG;LABORATOIRE DE BIOLOGIE MEDICALE LAVERGNE SITE PETERSBOURG;;;36 R SAINT PETERSBOURG;;75;PARIS;75008 PARIS;01 45 26 41 79;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2011-01-21;48.8828066;2.3264822;48.8828066,2.3264822
920026739;920026564;LBM SEL BIO PARIS OUEST - REPUBLIQUE;LABORATOIRE DE BIO MEDICALE SELARLSEL BIO PARIS OUEST;;;129 R DE LA REPUBLIQUE;;92;HAUTS-DE-SEINE;92800 PUTEAUX;;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2010-01-10;48.8846087;2.2396353;48.8846087,2.2396353
920026663;920026564;LBM SEL BIO PARIS OUEST SITE LECLERC;LABORATOIRE DE BIO MEDICALE SELARL SEL BIO PARIS OUEST;;;2 PL DU GENERAL LECLERC;;92;HAUTS-DE-SEINE;92300 LEVALLOIS PERRET;01 47 57 85 86;01 47 57 51 74;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2010-01-10;48.8921647;2.285493;48.8921647,2.285493
750049587;920026853;LBM SELARL BIOASCOGEN SITE PARIS;;;;109 R ORDENER;;75;PARIS;75018 PARIS;01 42 64 67 26;01 42 64 81 86;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;42811531500031;;1;Etablissement Tarif Libre;2011-08-03;48.892225;2.3455226;48.892225,2.3455226
750007452;750007221;LABM;;;;29 R VAUVENARGUES;;75;PARIS;75018 PARIS;01 42 28 73 50;;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;43887571800068;8690B;1;Etablissement Tarif Libre;1985-03-12;48.8938695;2.3328363;48.8938695,2.3328363
920026945;920026937;LBM XL-BIO SITE ZOLA;LABORATOIRE DE BIOLOGIE MÉDICALE S.E.L.A.R.L.XL-BIO;LBM ZOLA;;16 BD EMILE ZOLA;;92;HAUTS-DE-SEINE;92000 NANTERRE;01 47 25 31 40;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;44488204700012;;1;Etablissement Tarif Libre;2011-07-29;48.894812;2.2117916;48.894812,2.2117916
920016649;920005139;LABORATOIRE COURTIOL;;LABORATOIRE COURTIOL;;1 ALL DU TERTRE;;92;HAUTS-DE-SEINE;92000 NANTERRE;01 47 25 31 40;01 55 69 00 35;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;44488204700038;8690B;1;Etablissement Tarif Libre;2007-01-04;48.8960274;2.2170949;48.8960274,2.2170949
920026895;920026853;LBM SELARL BIOASCOGEN;LBM SELARL BIOASCOGEN;LBM BOURGUIGNON;5-7 IMPASSE DES CARBONNETS;36 R BOURGUIGNON;;92;HAUTS-DE-SEINE;92600 ASNIERES SUR SEINE;01 47 93 05 05;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2010-01-07;48.9126159;2.2724476;48.9126159,2.2724476
920026861;920026853;LBM SELARLBIOASCOGEN GENNEVILLIERS;LABORATOIRE DE BIOLOGIE MEDICALE SEARL SELARLBIOASCOGEN;LBM LUPESCU;;159 AV GABRIEL PERI;;92;HAUTS-DE-SEINE;92230 GENNEVILLIERS;01 47 98 75 00;01 47 98 11 49;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;42811531500015;;1;Etablissement Tarif Libre;2010-01-07;48.9234398;2.2943499;48.9234398,2.2943499
